,type,id,geometry,properties,centroid,pixel_coord
120,Feature,8866e0933bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.15329966702524, 4.6345630173356165], [-74.15731953616205, 4.631880899008624], [-74.15680272859834, 4.627028405660387], [-74.15226594849247, 4.624858171941917], [-74.1482461559836, 4.62754047824481], [-74.14876306694373, 4.632392830281076]]]}",{'value': 0},"[4.629710694803623, -74.15278281486326]","[65, 56]"
121,Feature,8866e09143fffff,"{'type': 'Polygon', 'coordinates': [[[-74.1774213679156, 4.618468003283949], [-74.18144223127473, 4.615784963590485], [-74.18092569149411, 4.610931445973724], [-74.1763881848401, 4.608761109118248], [-74.17236739782243, 4.611444336659053], [-74.17288404110826, 4.616297713198784]]]}",{'value': 0},"[4.613614656303682, -74.1769047834814]","[67, 53]"
122,Feature,8866e42a3bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.07979099739936, 4.792628758680652], [-74.08380644601851, 4.78995348103136], [-74.08328900220874, 4.785108810100951], [-74.07875600677733, 4.782939558581678], [-74.07474063560443, 4.785615024891578], [-74.07525818240777, 4.790459554050963]]]}",{'value': 0},"[4.787784259621745, -74.07927350919033]","[48, 64]"
123,Feature,8866e42ad1fffff,"{'type': 'Polygon', 'coordinates': [[[-74.03045164064372, 4.773611408965333], [-74.03446570216164, 4.77093611868703], [-74.033947628377, 4.766091320723541], [-74.02941539026125, 4.763921955397222], [-74.02540140679878, 4.766597434456458], [-74.02591958338769, 4.7714420900519565]]]}",{'value': 0},"[4.768766782994432, -74.02993352255845]","[50, 69]"
124,Feature,8866e0933dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.16690984151336, 4.641073503905182], [-74.17093007401735, 4.638391437025501], [-74.1704134429238, 4.633539032498743], [-74.1658764758696, 4.631368835986319], [-74.16185631982438, 4.6340510908122825], [-74.16237305436562, 4.6389033541951905]]]}",{'value': 0},"[4.636221270167078, -74.16639316579472]","[65, 54]"
125,Feature,8866e429d3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10973001880399, 4.7103798360591], [-74.11374749595393, 4.707701106111646], [-74.1132302817025, 4.70285247216601], [-74.10869548712287, 4.700682709785831], [-74.10467808709507, 4.703361628068174], [-74.10519540451577, 4.70821012038663]]]}",{'value': 0},"[4.705531373473256, -74.10921276006724]","[57, 60]"
126,Feature,8866e09023fffff,"{'type': 'Polygon', 'coordinates': [[[-74.14009037340975, 4.59139797507259], [-74.14411035671566, 4.5887144563482805], [-74.1435933178513, 4.583860303787307], [-74.13905619230133, 4.581689811500799], [-74.13503628580531, 4.584373518127939], [-74.13555342804045, 4.589227529129573]]]}",{'value': 0},"[4.586543993180027, -74.1395732899627]","[70, 57]"
127,Feature,8866e09225fffff,"{'type': 'Polygon', 'coordinates': [[[-74.1291839351639, 4.650652498343091], [-74.13320280902298, 4.647971302766519], [-74.13268573400768, 4.643119834764366], [-74.12814968183676, 4.640949703876041], [-74.12413088489194, 4.643631087556801], [-74.1246480631948, 4.648482414012515]]]}",{'value': 0},"[4.6458012013365435, -74.12866681560553]","[63, 58]"
128,Feature,8866e429ebfffff,"{'type': 'Polygon', 'coordinates': [[[-74.14549240410486, 4.722888873124308], [-74.1495108968947, 4.720210107591748], [-74.14899413827908, 4.715361511882179], [-74.14445878355758, 4.713191822892597], [-74.14044036744815, 4.715870776669359], [-74.14095722937077, 4.720719231182306]]]}",{'value': 0},"[4.718040448680461, -74.14497560093213]","[55, 56]"
129,Feature,8866e09095fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07904351209083, 4.543762642362724], [-74.08306209157769, 4.541078216636329], [-74.08254423208905, 4.536222892447255], [-74.07800768995219, 4.5340521363311845], [-74.0739891880425, 4.536736750040617], [-74.07450715068359, 4.541591931873961]]]}",{'value': 0},"[4.538907488877659, -74.07852560813473]","[75, 64]"
130,Feature,8866e09241fffff,"{'type': 'Polygon', 'coordinates': [[[-74.09807383061019, 4.681795772243845], [-74.1020912868558, 4.679116151678609], [-74.10157388417724, 4.674266453848384], [-74.09703892210393, 4.672096518398499], [-74.09302154313633, 4.674776327261443], [-74.09353904895517, 4.679625883267397]]]}",{'value': 0},"[4.676946245688956, -74.09755638346286]","[60, 62]"
131,Feature,8866e42d4bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.02967149612266, 4.685868808224172], [-74.0336866442903, 4.68319028747834], [-74.03316841747665, 4.678341726896806], [-74.02863493962832, 4.676171829634364], [-74.02461986956888, 4.6788505389266355], [-74.02513819924059, 4.683698956925783]]]}",{'value': 0},"[4.681020419228738, -74.02915322498546]","[60, 69]"
132,Feature,8866e42a5bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.05725497546712, 4.823206354144922], [-74.06126929325944, 4.820532524056793], [-74.06075162580544, 4.815689491392398], [-74.05621953766854, 4.813520430758215], [-74.05220529758162, 4.816194449666772], [-74.05272306791727, 4.821037340379919]]]}",{'value': 0},"[4.818363493589674, -74.05673726366996]","[44, 66]"
133,Feature,8866e09549fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04832690200851, 4.538277543221882], [-74.05234453744225, 4.535593338191802], [-74.05182629572977, 4.530738214214222], [-74.04729031554422, 4.528567437971748], [-74.0432727580644, 4.5312518310763386], [-74.04379110280718, 4.536106812339791]]]}",{'value': 0},"[4.533422590053851, -74.04780861589177]","[76, 67]"
134,Feature,8866e42a17fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07124302189015, 4.793134693350725], [-74.07525818240777, 4.790459554050963], [-74.07474063560443, 4.785615024891578], [-74.07020782531623, 4.78344577688832], [-74.06619274234868, 4.786121104879738], [-74.06671039211034, 4.79096549217359]]]}",{'value': 0},"[4.788290336101519, -74.07072543070575]","[48, 65]"
135,Feature,8866e09333fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15680272859834, 4.627028405660387], [-74.16082280811969, 4.624345962889809], [-74.16030603095533, 4.61949309846702], [-74.15576907084494, 4.6173228180953805], [-74.15174906791242, 4.620005448808888], [-74.15226594849247, 4.624858171941917]]]}",{'value': 0},"[4.622175712003169, -74.15628590682616]","[66, 55]"
136,Feature,8866e09705fffff,"{'type': 'Polygon', 'coordinates': [[[-74.03783016872615, 4.560891363889246], [-74.041847170712, 4.558208132548624], [-74.04132883850559, 4.553354118308803], [-74.0367934013318, 4.551183478180797], [-74.03277647741646, 4.553866897695442], [-74.03329491259558, 4.558720769154957]]]}",{'value': 0},"[4.556037520611284, -74.03731179214401]","[73, 68]"
137,Feature,8866e090ddfffff,"{'type': 'Polygon', 'coordinates': [[[-74.07359660355746, 4.573402104721106], [-74.0776146277862, 4.570718840093874], [-74.07709675049796, 4.565864853633705], [-74.07256074586121, 4.563694274140842], [-74.06854279926154, 4.56637772685259], [-74.06906077966062, 4.571231570963564]]]}",{'value': 0},"[4.568548289129079, -74.07307868182158]","[72, 64]"
138,Feature,8866e09319fffff,"{'type': 'Polygon', 'coordinates': [[[-74.13773886508841, 4.650141391799217], [-74.14175802626272, 4.647460059442151], [-74.14124105457023, 4.642608449988618], [-74.13670481837181, 4.640438314334338], [-74.13268573400768, 4.643119834764366], [-74.13320280902298, 4.647971302766519]]]}",{'value': 0},"[4.645289953302235, -74.13722184883483]","[64, 57]"
139,Feature,8866e429adfffff,"{'type': 'Polygon', 'coordinates': [[[-74.16105074474001, 4.707323776091008], [-74.16506994493608, 4.704644222489337], [-74.16455335043997, 4.699794740773242], [-74.16001745235832, 4.697624953707342], [-74.15599832866053, 4.7003046954567305], [-74.15651502653719, 4.7051540361151]]]}",{'value': 0},"[4.7024744655010124, -74.16053410564979]","[57, 55]"
140,Feature,8866e09247fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10157388417724, 4.674266453848384], [-74.10559155106915, 4.671586507783892], [-74.10507417865767, 4.666736438013712], [-74.1005390361857, 4.664566456101227], [-74.09652144653279, 4.667246590430695], [-74.09703892210393, 4.672096518398499]]]}",{'value': 0},"[4.669416555303176, -74.10105646728744]","[61, 61]"
141,Feature,8866e0902bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.13658766986725, 4.59893495165186], [-74.14060744264293, 4.596251757119943], [-74.14009037340975, 4.59139797507259], [-74.13555342804045, 4.589227529129573], [-74.13153373211378, 4.591910911597421], [-74.13205090469842, 4.5967645520631795]]]}",{'value': 0},"[4.594081340323717, -74.13607055606093]","[69, 57]"
142,Feature,8866e428d9fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05143118228693, 4.728480373672132], [-74.05544650916534, 4.725803122145264], [-74.05492861610975, 4.720956084813124], [-74.0503952932475, 4.718786441237663], [-74.04638004419178, 4.721463881351125], [-74.04689804016675, 4.726310776444316]]]}",{'value': 0},"[4.723633508032989, -74.05091324487393]","[55, 67]"
143,Feature,8866e42133fffff,"{'type': 'Polygon', 'coordinates': [[[-74.0234603882347, 4.788649482318003], [-74.02747402788293, 4.785974846727148], [-74.02695589392926, 4.781130796245161], [-74.0224240175524, 4.778961523755613], [-74.01841045603709, 4.781636348191927], [-74.01892869275673, 4.786480256263193]]]}",{'value': 0},"[4.783805603928145, -74.02294220999931]","[48, 70]"
144,Feature,8866e09203fffff,"{'type': 'Polygon', 'coordinates': [[[-74.09496893454167, 4.652695603045605], [-74.0989866576042, 4.650014955137436], [-74.09846916964989, 4.645164053891132], [-74.09393385547753, 4.642993942470224], [-74.08991620974496, 4.645674778607345], [-74.09043380084586, 4.650525537927252]]]}",{'value': 0},"[4.647844872950922, -74.09445140211687]","[63, 62]"
145,Feature,8866e42f23fffff,"{'type': 'Polygon', 'coordinates': [[[-74.03122622421955, 4.700412771035181], [-74.03524123941816, 4.697734765170764], [-74.03472305526054, 4.692886806673479], [-74.03018975304036, 4.690716996562488], [-74.02617481592387, 4.693395191007522], [-74.02669310293652, 4.6982430069738115]]]}",{'value': 0},"[4.6955649841855385, -74.03070799573919]","[58, 69]"
146,Feature,8866e42d09fffff,"{'type': 'Polygon', 'coordinates': [[[-74.0366655799848, 4.6708139472722205], [-74.04068115022363, 4.668134774278549], [-74.04016298364587, 4.663285469597369], [-74.03562914392393, 4.661115480439762], [-74.03161365171565, 4.663794841914556], [-74.03213192118983, 4.668644004056705]]]}",{'value': 0},"[4.665964814076705, -74.03614736906457]","[61, 68]"
147,Feature,8866e42f69fffff,"{'type': 'Polygon', 'coordinates': [[[-74.03083888720613, 4.737018301244265], [-74.034853425508, 4.734341652447022], [-74.03433529654268, 4.729495272637747], [-74.02980252643692, 4.727325684066218], [-74.02578806620386, 4.730002521544566], [-74.02630629799881, 4.734848758904198]]]}",{'value': 0},"[4.732172093255419, -74.03032071392914]","[54, 69]"
148,Feature,8866e090d5fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07709675049796, 4.565864853633705], [-74.08111498566063, 4.563181264515894], [-74.08059713860536, 4.558326907862947], [-74.07606095324837, 4.556156282645755], [-74.07204279567583, 4.558840059814968], [-74.07256074586121, 4.563694274140842]]]}",{'value': 0},"[4.561010667798142, -74.07657885898556]","[73, 64]"
149,Feature,8866e42a15fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07629323340205, 4.800148006307482], [-74.08030847140475, 4.797473055700589], [-74.07979099739936, 4.792628758680652], [-74.07525818240777, 4.790459554050963], [-74.07124302189015, 4.793134693350725], [-74.07176059887001, 4.797978848578127]]]}",{'value': 0},"[4.79530388120887, -74.07577571500678]","[47, 64]"
150,Feature,8866e42121fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04715555197828, 4.809182269309813], [-74.05116971429516, 4.8065080615819635], [-74.05065190134331, 4.801664564325781], [-74.0461198232162, 4.799495416885579], [-74.04210573873428, 4.802169813431545], [-74.04262365453559, 4.807013168590444]]]}",{'value': 0},"[4.804338944140584, -74.04663769470062]","[46, 67]"
151,Feature,8866e429c3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.12838611418061, 4.7239067120174445], [-74.13240403273039, 4.721228221269983], [-74.1318870675359, 4.716379908048556], [-74.12735208054619, 4.714210226951785], [-74.12333423888475, 4.716888906005833], [-74.12385130731587, 4.721737077840878]]]}",{'value': 0},"[4.719058570139594, -74.12786910446539]","[55, 58]"
152,Feature,8866e09315fffff,"{'type': 'Polygon', 'coordinates': [[[-74.14979684623722, 4.6420969332439], [-74.15381650497886, 4.639415139479513], [-74.15329966702524, 4.6345630173356165], [-74.14876306694373, 4.632392830281076], [-74.14474348486914, 4.635074812054291], [-74.14526042620002, 4.639926792864034]]]}",{'value': 0},"[4.637244981966893, -74.14927996369477]","[64, 56]"
153,Feature,8866e090d1fffff,"{'type': 'Polygon', 'coordinates': [[[-74.06854279926154, 4.56637772685259], [-74.07256074586121, 4.563694274140842], [-74.07204279567583, 4.558840059814968], [-74.0675067957871, 4.556669440613906], [-74.0634889268814, 4.559353081408223], [-74.06400698016154, 4.564207153311923]]]}",{'value': 0},"[4.561523683383176, -74.06802480463722]","[73, 65]"
154,Feature,8866e42abbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.04443703767879, 4.743526852678981], [-74.04845194281188, 4.740850254431985], [-74.04793398947629, 4.7360039630427595], [-74.04340102811767, 4.733834412173472], [-74.03938620088496, 4.7365111990719635], [-74.03990425710151, 4.741357348179104]]]}",{'value': 0},"[4.738680733082759, -74.04391904000471]","[53, 68]"
155,Feature,8866e0926bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.11012669782264, 4.673756447825341], [-74.11414465248549, 4.671076364613789], [-74.11362738326869, 4.666226153136158], [-74.10909205618532, 4.664056166568353], [-74.10507417865767, 4.666736438013712], [-74.10559155106915, 4.671586507783892]]]}",{'value': 0},"[4.668906407533728, -74.10960938410938]","[61, 60]"
156,Feature,8866e42885fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08407602549909, 4.711906066487021], [-74.08809263905448, 4.709227749100945], [-74.0875751154008, 4.7043795403212725], [-74.08304087511925, 4.702209790830073], [-74.07902433899761, 4.704888296644446], [-74.07954196571484, 4.70973636351257]]]}",{'value': 0},"[4.707058029183751, -74.08355845741454]","[57, 63]"
157,Feature,8866e09323fffff,"{'type': 'Polygon', 'coordinates': [[[-74.17546704443674, 4.640561591340022], [-74.17948756359112, 4.637879387984916], [-74.1789710359804, 4.633026842409512], [-74.17443388572354, 4.630856641228652], [-74.1704134429238, 4.633539032498743], [-74.17093007401735, 4.638391437025501]]]}",{'value': 0},"[4.6357092165141145, -74.17495047218279]","[65, 53]"
158,Feature,8866e0922dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.12568237716886, 4.658184465441731], [-74.12970104051226, 4.655503594837362], [-74.1291839351639, 4.650652498343091], [-74.1246480631948, 4.648482414012515], [-74.12062947680465, 4.651163472753916], [-74.12114668542142, 4.65601442767969]]]}",{'value': 0},"[4.6533335399935885, -74.12516522728697]","[63, 59]"
159,Feature,8866e428e5fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10273021549432, 4.725432468539052], [-74.10674727153281, 4.722754390376869], [-74.10622999673416, 4.717906501599068], [-74.10169556275719, 4.715736832645079], [-74.09767858391876, 4.718415099207308], [-74.09819596184832, 4.723262846314305]]]}",{'value': 0},"[4.720584751221467, -74.10221289622933]","[55, 61]"
160,Feature,8866e42f05fffff,"{'type': 'Polygon', 'coordinates': [[[-74.02423328552123, 4.715462602721252], [-74.0282478786641, 4.712785249876814], [-74.02772963430607, 4.707938036466557], [-74.02319669397968, 4.705768318465769], [-74.01918217899646, 4.7084458599559165], [-74.01970052617105, 4.71329293079202]]]}",{'value': 0},"[4.7106155610588, -74.0237149968595]","[56, 70]"
161,Feature,8866e09089fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08565117564558, 4.565351849920724], [-74.08966969921778, 4.562668124451722], [-74.0891519553279, 4.557813625566822], [-74.08461558469139, 4.555642994373742], [-74.08059713860536, 4.558326907862947], [-74.08111498566063, 4.563181264515894]]]}",{'value': 0},"[4.560497521814105, -74.08513338728028]","[73, 63]"
162,Feature,8866e42adbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.02190581089354, 4.774117241858271], [-74.02591958338769, 4.7714420900519565], [-74.02540140679878, 4.766597434456458], [-74.02086935493787, 4.7644280731205395], [-74.01685566060274, 4.76710341373876], [-74.01737393996063, 4.771947926871866]]]}",{'value': 0},"[4.769272758293954, -74.02138759002219]","[50, 70]"
163,Feature,8866e42f6dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.03938620088496, 4.7365111990719635], [-74.04340102811767, 4.733834412173472], [-74.04288300201733, 4.728987890009083], [-74.03835004581026, 4.726818297089166], [-74.03433529654268, 4.729495272637747], [-74.034853425508, 4.734341652447022]]]}",{'value': 0},"[4.731664848689311, -74.03886813045472]","[54, 68]"
164,Feature,8866e429e7fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15754837968626, 4.714852113700969], [-74.16156736962938, 4.712172885419212], [-74.16105074474001, 4.707323776091008], [-74.15651502653719, 4.7051540361151], [-74.1524961131314, 4.707833452577221], [-74.15301284138218, 4.712682420825687]]]}",{'value': 0},"[4.710003175549213, -74.15703171021227]","[56, 55]"
165,Feature,8866e4649dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.2061952397114, 4.646047784380964], [-74.21021669386965, 4.643365359751439], [-74.20970055002698, 4.638512622112036], [-74.20516284841284, 4.636342449782913], [-74.2011414702315, 4.639025062235078], [-74.20165771767847, 4.6438776591845]]]}",{'value': 0},"[4.641195217385037, -74.20567905116258]","[64, 50]"
166,Feature,8866e46493fffff,"{'type': 'Polygon', 'coordinates': [[[-74.19608763059267, 4.6320020669620465], [-74.20010893273201, 4.629319266688871], [-74.19959264267845, 4.624466068208849], [-74.19505494690424, 4.6222958108286525], [-74.19103372087199, 4.624978798921201], [-74.19155011449794, 4.629831856565364]]]}",{'value': 0},"[4.627149039102436, -74.19557129585019]","[66, 51]"
167,Feature,8866e42d3dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.04715851442273, 4.648226421085483], [-74.05117471769063, 4.645546270605632], [-74.05065664153625, 4.6406958507432075], [-74.04612225915088, 4.638525723825283], [-74.04210613379712, 4.641206062688014], [-74.04262431290562, 4.646056340076672]]]}",{'value': 0},"[4.643376172557791, -74.04664039389735]","[64, 67]"
168,Feature,8866e0914bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.17391728505834, 4.6260038655420095], [-74.17793793814309, 4.623321150000625], [-74.1774213679156, 4.618468003283949], [-74.17288404110826, 4.616297713198784], [-74.16886346440407, 4.618980616620511], [-74.16938013811762, 4.623833622237857]]]}",{'value': 0},"[4.621150889512585, -74.17340067018677]","[66, 53]"
169,Feature,8866e09359fffff,"{'type': 'Polygon', 'coordinates': [[[-74.13578797096409, 4.672225634237287], [-74.13980678801886, 4.669545139911769], [-74.13928982859784, 4.664694503881513], [-74.13475394881266, 4.662524503590144], [-74.13073520858109, 4.665205186055876], [-74.13125227130257, 4.670055680663581]]]}",{'value': 0},"[4.667375169276092, -74.13527096699215]","[61, 57]"
170,Feature,8866e09265fffff,"{'type': 'Polygon', 'coordinates': [[[-74.12723374155814, 4.6727360380056675], [-74.13125227130257, 4.670055680663581], [-74.13073520858109, 4.665205186055876], [-74.12619951284103, 4.663035190298633], [-74.12218106002393, 4.66571573581216], [-74.12269822601064, 4.670566088902309]]]}",{'value': 0},"[4.667885714506037, -74.12671663430399]","[61, 58]"
171,Feature,8866e09331fffff,"{'type': 'Polygon', 'coordinates': [[[-74.16185631982438, 4.6340510908122825], [-74.1658764758696, 4.631368835986319], [-74.1653597717376, 4.626516201421282], [-74.16082280811969, 4.624345962889809], [-74.15680272859834, 4.627028405660387], [-74.15731953616205, 4.631880899008624]]]}",{'value': 0},"[4.6291986270243575, -74.16133957107593]","[65, 55]"
172,Feature,8866e09025fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15370158481983, 4.597909241127158], [-74.15772193199206, 4.595225774074718], [-74.15720506956762, 4.590371709149845], [-74.1526677565401, 4.588201252659356], [-74.14864748600866, 4.59088490758517], [-74.14916445185503, 4.595738831118903]]]}",{'value': 0},"[4.593055346843157, -74.15318467778599]","[69, 55]"
173,Feature,8866e09569fffff,"{'type': 'Polygon', 'coordinates': [[[-74.06893479581072, 4.529710591052282], [-74.0729532200782, 4.527025789361848], [-74.07243521475397, 4.522170010633819], [-74.0678986820331, 4.519999176088813], [-74.06388033547285, 4.522684165758168], [-74.0643984439173, 4.527539801984501]]]}",{'value': 0},"[4.524854983004731, -74.0684167460364]","[77, 65]"
174,Feature,8866e09109fffff,"{'type': 'Polygon', 'coordinates': [[[-74.18092569149411, 4.610931445973724], [-74.18494676511699, 4.608248082247461], [-74.18443025579245, 4.603394193860643], [-74.17989256931173, 4.601223810245566], [-74.17587157199125, 4.603907361786123], [-74.1763881848401, 4.608761109118248]]]}",{'value': 0},"[4.606077728172593, -74.18040913750662]","[68, 52]"
175,Feature,8866e42163fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04016357596328, 4.824215573748901], [-74.04417731669992, 4.821542021199882], [-74.04365944351787, 4.816699272532344], [-74.03912772677921, 4.814530218544626], [-74.03511406395512, 4.817203959976048], [-74.03563203994827, 4.82204656650363]]]}",{'value': 0},"[4.81937299726764, -74.0396456584744]","[44, 68]"
176,Feature,8866e091d1fffff,"{'type': 'Polygon', 'coordinates': [[[-74.12843039807456, 4.5627848744574555], [-74.13245036139244, 4.56010046805655], [-74.13193313385887, 4.555245259439677], [-74.12739583965674, 4.553074598970484], [-74.1233759533049, 4.555759193235442], [-74.12389328418027, 4.560614260096379]]]}",{'value': 0},"[4.557929836423124, -74.12791312597489]","[73, 58]"
177,Feature,8866e42acbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.0405519060838, 4.787638535896233], [-74.04456612351811, 4.784963623183641], [-74.04404819520204, 4.780119288163356], [-74.03951594660629, 4.777950008068467], [-74.03550180709777, 4.780625109564556], [-74.0360198382503, 4.7854693023629]]]}",{'value': 0},"[4.782794372890897, -74.04003393344976]","[48, 68]"
178,Feature,8866e42acdfffff,"{'type': 'Polygon', 'coordinates': [[[-74.05414849161184, 4.794146157824933], [-74.05816307546735, 4.791471295385912], [-74.0576453227826, 4.786627050052086], [-74.05311288334559, 4.784457809202605], [-74.04909837724739, 4.787132860395346], [-74.04961623281991, 4.791976963674686]]]}",{'value': 0},"[4.789302084478582, -74.0536306945823]","[48, 66]"
179,Feature,8866e09145fffff,"{'type': 'Polygon', 'coordinates': [[[-74.19103372087199, 4.624978798921201], [-74.19505494690424, 4.6222958108286525], [-74.19453858375431, 4.617442382199094], [-74.19000089100689, 4.615272082561678], [-74.18597974114675, 4.61795525847193], [-74.18649620785305, 4.622808546192683]]]}",{'value': 0},"[4.620125540900497, -74.19051731304182]","[66, 51]"
180,Feature,8866e42849fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10543776131198, 4.791110145098244], [-74.10945407331747, 4.7884344527240135], [-74.10893693869974, 4.783589357047866], [-74.10440338896836, 4.781420095224081], [-74.10038715409786, 4.784095976165689], [-74.10090439181482, 4.7889409303545145]]]}",{'value': 0},"[4.786265221177462, -74.10492058224065]","[48, 61]"
181,Feature,8866e09349fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15444814981629, 4.685755466717628], [-74.1584674072713, 4.6830752116858845], [-74.15795069716967, 4.678224895659187], [-74.1534146262365, 4.676054975836626], [-74.14939544537071, 4.678735418980428], [-74.14991225884, 4.683585593825526]]]}",{'value': 0},"[4.680905321743824, -74.15393139512844]","[60, 55]"
182,Feature,8866e428cbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.0650309900326, 4.734989089467798], [-74.06904668314104, 4.732311888589902], [-74.06852896584712, 4.72746493992772], [-74.06399545246501, 4.725295334205607], [-74.05997983701059, 4.727972723640472], [-74.06049765727528, 4.732819530231329]]]}",{'value': 0},"[4.7301423124711715, -74.06451322835431]","[54, 65]"
183,Feature,8866e42883fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07047403601246, 4.705396919746912], [-74.074490283859, 4.702718551530493], [-74.07397258430501, 4.697870254169074], [-74.06943853388321, 4.6957004670941975], [-74.06542236363902, 4.6983790237685294], [-74.06594016620528, 4.703227179050665]]]}",{'value': 0},"[4.700548793889357, -74.06995629205437]","[57, 65]"
184,Feature,8866e42a55fffff,"{'type': 'Polygon', 'coordinates': [[[-74.0743482707183, 4.822196592365745], [-74.07836316495496, 4.819522484953416], [-74.07784570336992, 4.814679168669723], [-74.07331324458715, 4.812510101551619], [-74.06929842784854, 4.8151843977223425], [-74.06981599238566, 4.820027572243589]]]}",{'value': 0},"[4.817353448113991, -74.07383076475378]","[44, 64]"
185,Feature,8866e42161fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04521302044816, 4.831226911639576], [-74.04922683903243, 4.8285535479740815], [-74.04870903857642, 4.8237110317253515], [-74.04417731669992, 4.821542021199882], [-74.04016357596328, 4.824215573748901], [-74.04068147924653, 4.829057947930695]]]}",{'value': 0},"[4.826384567588187, -74.04469517567645]","[43, 67]"
186,Feature,8866e092d1fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04404957794372, 4.619121928013626], [-74.0480660474413, 4.616440749835], [-74.04754788595426, 4.611589129742689], [-74.04301315200041, 4.609418830395973], [-74.03899676046899, 4.61210019688828], [-74.03951502491628, 4.616951674404499]]]}",{'value': 0},"[4.614270479132122, -74.04353137208409]","[67, 68]"
187,Feature,8866e429abfffff,"{'type': 'Polygon', 'coordinates': [[[-74.14744377722042, 4.7008145170450675], [-74.15146261402384, 4.698134912403989], [-74.15094584316608, 4.693285340595492], [-74.14641013216658, 4.691115514644527], [-74.14239137203043, 4.6937953074631], [-74.14290824621753, 4.698644738045936]]]}",{'value': 0},"[4.695965116390283, -74.14692696179532]","[58, 56]"
188,Feature,8866e090e3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10276144630569, 4.5643254510710145], [-74.10678054623685, 4.561641453064358], [-74.10626300878374, 4.556786670001029], [-74.10172626815444, 4.55461602697683], [-74.0977072455014, 4.557300212941275], [-74.09822488619056, 4.562154853962978]]]}",{'value': 0},"[4.559470838707729, -74.10224386434083]","[73, 61]"
189,Feature,8866e42a9bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.02384679175373, 4.752062258368939], [-74.02786090809292, 4.749386263426646], [-74.0273427189428, 4.744540629903224], [-74.02281031065343, 4.742371133805548], [-74.01879627246058, 4.745047317493744], [-74.01931456440184, 4.749892808524575]]]}",{'value': 0},"[4.747216796765789, -74.02332855831094]","[52, 70]"
190,Feature,8866e09045fffff,"{'type': 'Polygon', 'coordinates': [[[-74.13113442369871, 4.628564228391655], [-74.13515364172127, 4.625882195188599], [-74.13463655441552, 4.62102975492058], [-74.1301001457685, 4.618859489421631], [-74.12608100464706, 4.621541710661387], [-74.12659819526272, 4.626394009354216]]]}",{'value': 0},"[4.623711959006545, -74.13061729183971]","[66, 58]"
191,Feature,8866e090bbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.08254423208905, 4.536222892447255], [-74.0865630225174, 4.533538142621298], [-74.08604519327952, 4.528682448738591], [-74.08150847043277, 4.526511647006244], [-74.07748975754271, 4.529196584782001], [-74.07800768995219, 4.5340521363311845]]]}",{'value': 0},"[4.531367369217659, -74.08202635837426]","[76, 63]"
192,Feature,8866e42155fffff,"{'type': 'Polygon', 'coordinates': [[[-74.01453003719598, 4.825728386348286], [-74.01854291120407, 4.823055250510426], [-74.0180247296945, 4.81821292854567], [-74.01349357146262, 4.816043884832448], [-74.00948077567762, 4.818717209645572], [-74.00999905989244, 4.823559389187515]]]}",{'value': 0},"[4.820886236685356, -74.01401181143393]","[44, 71]"
