,type,id,geometry,properties,centroid,pixel_coord
282,Feature,8866e09233fffff,"{'type': 'Polygon', 'coordinates': [[[-74.09691662049886, 4.630610148193411], [-74.10093468770532, 4.6279286618470366], [-74.10041718737125, 4.623076788450254], [-74.09588151665287, 4.620906543346122], [-74.09186352676352, 4.623588217854022], [-74.09238113026652, 4.628439949295388]]]}",{'value': 0},"[4.625758445835733, -74.09639907568408]","[66, 62]"
283,Feature,8866e09261fffff,"{'type': 'Polygon', 'coordinates': [[[-74.11867998373032, 4.673246309206402], [-74.12269822601064, 4.670566088902309], [-74.12218106002393, 4.66571573581216], [-74.11764554851783, 4.6635457446294355], [-74.11362738326869, 4.666226153136158], [-74.11414465248549, 4.671076364613789]]]}",{'value': 0},"[4.668396127263306, -74.11816277322896]","[61, 59]"
284,Feature,8866e09061fffff,"{'type': 'Polygon', 'coordinates': [[[-74.14319257561823, 4.620517667631583], [-74.14721229143413, 4.617835173354492], [-74.14669533784377, 4.612982220617263], [-74.14215856506422, 4.610811903605837], [-74.13813892600632, 4.613494585855409], [-74.13865598296104, 4.61834739713474]]]}",{'value': 0},"[4.615664885687489, -74.14267557744688]","[67, 57]"
285,Feature,8866e42addfffff,"{'type': 'Polygon', 'coordinates': [[[-74.03550180709777, 4.780625109564556], [-74.03951594660629, 4.777950008068467], [-74.03899794555286, 4.773105441486797], [-74.03446570216164, 4.77093611868703], [-74.03045164064372, 4.773611408965333], [-74.0309697445175, 4.778455833252048]]]}",{'value': 0},"[4.7757807149866505, -74.03498376173508]","[49, 69]"
286,Feature,8866e42855fffff,"{'type': 'Polygon', 'coordinates': [[[-74.09883535573493, 4.769559901860043], [-74.10285172394111, 4.766883505746977], [-74.1023344738602, 4.762037572241879], [-74.0978007524779, 4.759868176452346], [-74.09378446149765, 4.762544761097984], [-74.09430181466485, 4.767390552991396]]]}",{'value': 0},"[4.764714140037996, -74.0983180612082]","[50, 62]"
287,Feature,8866e090a3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10471031109427, 4.542221124965032], [-74.10872975536478, 4.539536290960488], [-74.10821220554527, 4.534680540275446], [-74.10367510818799, 4.532509765655905], [-74.09965574118269, 4.535194787549831], [-74.10017339426048, 4.540050396164783]]]}",{'value': 0},"[4.537365544866539, -74.10419271675278]","[75, 61]"
288,Feature,8866e092cdfffff,"{'type': 'Polygon', 'coordinates': [[[-74.06775908091731, 4.63967503093969], [-74.07177607252083, 4.636994280612379], [-74.07125823257849, 4.632143204662116], [-74.06672329797982, 4.629973021292238], [-74.06270638404385, 4.6326539599074], [-74.06322432703013, 4.637504893595449]]]}",{'value': 0},"[4.634824126195939, -74.0672411965582]","[65, 65]"
289,Feature,8866e46693fffff,"{'type': 'Polygon', 'coordinates': [[[-74.17155928377326, 4.684734578004627], [-74.17557911466434, 4.682054049154136], [-74.1750626114038, 4.677203451049362], [-74.17052617380511, 4.6750335227773725], [-74.16650641929505, 4.677714239677425], [-74.16702302599367, 4.682564696790684]]]}",{'value': 0},"[4.679884150874653, -74.17104273589013]","[60, 53]"
290,Feature,8866e42833fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10778177851148, 4.732449563985326], [-74.11179891168507, 4.729771674224594], [-74.11128170977366, 4.724924016626042], [-74.10674727153281, 4.722754390376869], [-74.10273021549432, 4.725432468539052], [-74.10324752055266, 4.730279984539776]]]}",{'value': 0},"[4.727602077858302, -74.10726453212504]","[54, 61]"
291,Feature,8866e0976bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.03938521309675, 4.575451698222054], [-74.04340208195697, 4.572768979891806], [-74.04288379243718, 4.567915563398715], [-74.03834853107867, 4.565745007956082], [-74.03433174026293, 4.568427914495419], [-74.0348501327523, 4.573281188259206]]]}",{'value': 0},"[4.570598452753206, -74.03886687920209]","[72, 68]"
292,Feature,8866e0934dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.16300348174371, 4.685245088759115], [-74.16702302599367, 4.682564696790684], [-74.16650641929505, 4.677714239677425], [-74.16197016493453, 4.675544315609937], [-74.15795069716967, 4.678224895659187], [-74.1584674072713, 4.6830752116858845]]]}",{'value': 0},"[4.680394802659706, -74.16248683044063]","[60, 54]"
293,Feature,8866e090e5fffff,"{'type': 'Polygon', 'coordinates': [[[-74.11637150471927, 4.570837173464631], [-74.12039096970875, 4.568153227200047], [-74.11987360850435, 4.563298530420872], [-74.11533667901432, 4.561127921770577], [-74.1113172911339, 4.563812055963644], [-74.11183475562558, 4.568666610869363]]]}",{'value': 0},"[4.565982647358047, -74.1158540989764]","[72, 60]"
294,Feature,8866e42aadfffff,"{'type': 'Polygon', 'coordinates': [[[-74.07668585507491, 4.763558735766785], [-74.08070157009354, 4.76088242719374], [-74.08018404105366, 4.756036545366407], [-74.07565069398652, 4.753867113976888], [-74.07163505646616, 4.756543611143393], [-74.07215268850581, 4.761389351096802]]]}",{'value': 0},"[4.758713025688784, -74.07616828163424]","[51, 64]"
295,Feature,8866e42d29fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05726307246834, 4.662266327706234], [-74.06127943136966, 4.6595865539972126], [-74.06076150086108, 4.654736592709458], [-74.05622710845591, 4.652566547449361], [-74.05221082733891, 4.655246509544626], [-74.05272886083378, 4.660096328504621]]]}",{'value': 0},"[4.657416537776179, -74.05674509757142]","[62, 66]"
296,Feature,8866e09541fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05182629572977, 4.530738214214222], [-74.05584414229207, 4.5280536848594], [-74.05532593076265, 4.5231981912299295], [-74.05078976961249, 4.521027369638176], [-74.04677200096529, 4.523712087034275], [-74.04729031554422, 4.528567437971748]]]}",{'value': 0},"[4.525882891343448, -74.05130803978665]","[77, 67]"
297,Feature,8866e42f67fffff,"{'type': 'Polygon', 'coordinates': [[[-74.0378319469512, 4.721971544329528], [-74.04184690717426, 4.7192942421471225], [-74.04132883843067, 4.714447116565609], [-74.03679570658699, 4.7122774355639345], [-74.03278082435509, 4.714954926362512], [-74.03329899596673, 4.719801909537456]]]}",{'value': 0},"[4.71712459046843, -74.03731383387691]","[56, 68]"
298,Feature,8866e09147fffff,"{'type': 'Polygon', 'coordinates': [[[-74.18597974114675, 4.61795525847193], [-74.19000089100689, 4.615272082561678], [-74.18948445476661, 4.610418423963177], [-74.18494676511699, 4.608248082247461], [-74.18092569149411, 4.610931445973724], [-74.18144223127473, 4.615784963590485]]]}",{'value': 0},"[4.613101770470706, -74.18546326023488]","[67, 52]"
299,Feature,8866e09341fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15795069716967, 4.678224895659187], [-74.16197016493453, 4.675544315609937], [-74.16145348522497, 4.670693627668048], [-74.15691723435475, 4.668523660925725], [-74.15289784314001, 4.671204429054266], [-74.1534146262365, 4.676054975836626]]]}",{'value': 0},"[4.673374378719723, -74.15743397286434]","[60, 55]"
300,Feature,8866e09165fffff,"{'type': 'Polygon', 'coordinates': [[[-74.21165767572501, 4.616416235329632], [-74.21567968416309, 4.613732651098986], [-74.21516355875508, 4.608878570127216], [-74.21062532125427, 4.606708214072596], [-74.20660338874069, 4.609391986025192], [-74.20711961779449, 4.6142459263012245]]]}",{'value': 0},"[4.611562324837394, -74.21114150559112]","[67, 49]"
301,Feature,8866e4289bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.04832334459797, 4.699396163655651], [-74.05233893762522, 4.696717882277835], [-74.05182095928348, 4.691869639002494], [-74.04728728497997, 4.689699819437531], [-74.04327176982741, 4.692378289333881], [-74.0437898510948, 4.697226390267525]]]}",{'value': 0},"[4.694548091950419, -74.04780532189716]","[58, 67]"
302,Feature,8866e42ad3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.02540140679878, 4.766597434456458], [-74.02941539026125, 4.763921955397222], [-74.0288972437516, 4.759076926231577], [-74.02436501098225, 4.756907518557047], [-74.02035110564003, 4.7595831863958935], [-74.02086935493787, 4.7644280731205395]]]}",{'value': 0},"[4.761752577272189, -74.02488321599714]","[51, 70]"
303,Feature,8866e42a0bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.07784570336992, 4.814679168669723], [-74.08186080820502, 4.81200473394861], [-74.08134337680713, 4.807161043392346], [-74.07681073759397, 4.80499192928901], [-74.07279571021803, 4.80766655273635], [-74.07331324458715, 4.812510101551619]]]}",{'value': 0},"[4.809835650095676, -74.07732822758305]","[45, 64]"
304,Feature,8866e09069fffff,"{'type': 'Polygon', 'coordinates': [[[-74.13969005423615, 4.628052419160051], [-74.14370955957872, 4.62537024937968], [-74.14319257561823, 4.620517667631583], [-74.13865598296104, 4.61834739713474], [-74.13463655441552, 4.62102975492058], [-74.13515364172127, 4.625882195188599]]]}",{'value': 0},"[4.623200008255765, -74.13917302570417]","[66, 57]"
305,Feature,8866e428adfffff,"{'type': 'Polygon', 'coordinates': [[[-74.10117821507737, 4.710888712867955], [-74.10519540451577, 4.70821012038663], [-74.10467808709507, 4.703361628068174], [-74.1001434770929, 4.701191869943867], [-74.09612636488055, 4.7038706507912265], [-74.09664378543533, 4.708719001387681]]]}",{'value': 0},"[4.706040391948176, -74.10066085318948]","[57, 61]"
306,Feature,8866e42897fffff,"{'type': 'Polygon', 'coordinates': [[[-74.06037062328761, 4.691360855693111], [-74.06438671586454, 4.688682110562404], [-74.06386887065531, 4.683833352754704], [-74.05933482988019, 4.681663482293868], [-74.05531881503538, 4.684342415879415], [-74.0558367632247, 4.689191031461827]]]}",{'value': 0},"[4.686512269366527, -74.05985273369168]","[59, 66]"
307,Feature,8866e09087fffff,"{'type': 'Polygon', 'coordinates': [[[-74.0926529761457, 4.550274706887235], [-74.09667192145554, 4.547590332966962], [-74.09615423809777, 4.542735094131634], [-74.0916175062174, 4.540564371395008], [-74.08759863831585, 4.543248933269123], [-74.0881164248774, 4.548104029916886]]]}",{'value': 0},"[4.545419638728517, -74.09213524829363]","[75, 62]"
308,Feature,8866e09253fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07436505896482, 4.66124665623265], [-74.07838199489623, 4.658566607972788], [-74.07786427046614, 4.653716362313991], [-74.07332950703875, 4.651546307043999], [-74.06931264868393, 4.65422654362789], [-74.06983047617092, 4.659076647148593]]]}",{'value': 0},"[4.656396581853764, -74.07384729011005]","[62, 64]"
309,Feature,8866e42d89fffff,"{'type': 'Polygon', 'coordinates': [[[-74.00130066822499, 4.621674549706969], [-74.00531569088747, 4.618994057381125], [-74.00479701495249, 4.614143151117599], [-74.00026321356239, 4.611972880220968], [-73.9962482693847, 4.614653561015786], [-73.99676704810327, 4.619504324229178]]]}",{'value': 0},"[4.616823814848613, -74.00078194800835]","[67, 72]"
310,Feature,8866e429a7fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15950078486509, 4.692775240768155], [-74.1635201188443, 4.69009517384997], [-74.16300348174371, 4.685245088759115], [-74.1584674072713, 4.6830752116858845], [-74.15444814981629, 4.685755466717628], [-74.15496489030062, 4.690605410699832]]]}",{'value': 0},"[4.687925326741606, -74.15898410316959]","[59, 55]"
311,Feature,8866e4281bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.08368246789888, 4.748513655027476], [-74.08769860423257, 4.745836693320565], [-74.08718113560911, 4.7409900649959065], [-74.0826474276048, 4.738820540199661], [-74.07863136869162, 4.74149769043521], [-74.07914894035326, 4.746344176929194]]]}",{'value': 0},"[4.743667198352148, -74.08316495485553]","[53, 63]"
312,Feature,8866e42d51fffff,"{'type': 'Polygon', 'coordinates': [[[-74.01956817567634, 4.671831999139774], [-74.02358316756278, 4.669153101302672], [-74.02306479522747, 4.664304081794259], [-74.01853132817092, 4.662134102842255], [-74.01451641452235, 4.664813189222565], [-74.01503488968353, 4.669662066002555]]]}",{'value': 0},"[4.666983151194625, -74.01904975903483]","[61, 70]"
313,Feature,8866e090b3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08604519327952, 4.528682448738591], [-74.09006419463884, 4.5259973749325475], [-74.08954639566099, 4.521141311486752], [-74.08500949212407, 4.518970464149152], [-74.08099056826404, 4.521655725871726], [-74.08150847043277, 4.526511647006244]]]}",{'value': 0},"[4.523826555894974, -74.08552734981527]","[77, 63]"
314,Feature,8866e0973dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.03627499628885, 4.546329236656408], [-74.04029213140274, 4.543645492492634], [-74.03977375650516, 4.538790881033575], [-74.03523814350916, 4.536620156560464], [-74.03122108649194, 4.53930408886308], [-74.03173956436524, 4.544158557490865]]]}",{'value': 0},"[4.541474796096748, -74.03575657701487]","[75, 68]"
315,Feature,8866e09059fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10041718737125, 4.623076788450254], [-74.10443546529888, 4.620394977177314], [-74.10391799523893, 4.615542732680772], [-74.09938214405435, 4.61337244138141], [-74.09536394340483, 4.616054440782963], [-74.09588151665287, 4.620906543346122]]]}",{'value': 0},"[4.618224714942251, -74.09989967282104]","[67, 61]"
316,Feature,8866e42a81fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05104149631751, 4.765078689959172], [-74.05505634624598, 4.762402795900223], [-74.05453850831253, 4.757557339978376], [-74.05000571754766, 4.755387920263893], [-74.04599094542863, 4.7580640030094346], [-74.04650888625605, 4.762909316773711]]]}",{'value': 0},"[4.76023340590275, -74.05052361403767]","[51, 67]"
317,Feature,8866e42a85fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05958914199817, 4.7645721729544235], [-74.06360428044292, 4.761896140670117], [-74.06308654543875, 4.757050542685207], [-74.05855356905153, 4.754881119038505], [-74.05453850831253, 4.757557339978376], [-74.05505634624598, 4.762402795900223]]]}",{'value': 0},"[4.759726746796263, -74.05907136262937]","[51, 66]"
318,Feature,8866e09207fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10352197615134, 4.652185025119407], [-74.10753998714318, 4.649504240212225], [-74.10702260237082, 4.644653197134463], [-74.10248710341574, 4.642483080786167], [-74.09846916964989, 4.645164053891132], [-74.0989866576042, 4.650014955137436]]]}",{'value': 0},"[4.64733415315429, -74.10300454689036]","[63, 61]"
319,Feature,8866e09031fffff,"{'type': 'Polygon', 'coordinates': [[[-74.1264797252864, 4.584886601641489], [-74.1304993442991, 4.58220303123954], [-74.12998212906814, 4.577348791464476], [-74.12544519149611, 4.575178263809713], [-74.12142564946254, 4.577862022143911], [-74.121942968013, 4.582716120191452]]]}",{'value': 0},"[4.580032532562355, -74.12596246549964]","[71, 58]"
320,Feature,8866e09353fffff,"{'type': 'Polygon', 'coordinates': [[[-74.13423691642492, 4.6576736372377106], [-74.13825586713313, 4.654992629766957], [-74.13773886508841, 4.650141391799217], [-74.13320280902298, 4.647971302766519], [-74.1291839351639, 4.650652498343091], [-74.12970104051226, 4.655503594837362]]]}",{'value': 0},"[4.65282257027707, -74.1337198698285]","[63, 58]"
321,Feature,8866e090e9fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10431410687573, 4.578888091369232], [-74.10833307327351, 4.576204605587728], [-74.10781557848128, 4.571350420916299], [-74.10327901404952, 4.569179864008083], [-74.09926012490382, 4.571863537782432], [-74.09977772292893, 4.576717580463008]]]}",{'value': 0},"[4.574034077460341, -74.10379656757266]","[71, 61]"
322,Feature,8866e09011fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10586663946958, 4.593448935250108], [-74.10988547233637, 4.590765961881074], [-74.10936802020063, 4.585912376128657], [-74.10483163195926, 4.583741905676175], [-74.10081287631857, 4.586425067073021], [-74.10133043168406, 4.591278510885391]]]}",{'value': 0},"[4.588595520322647, -74.10534914282368]","[70, 61]"
323,Feature,8866e092b3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.06154353002512, 4.581450976304217], [-74.06556105464779, 4.578768172864694], [-74.06504304404422, 4.573914699098725], [-74.06050740575273, 4.571744171229474], [-74.05648995890192, 4.574427162817764], [-74.05700807256181, 4.579280494117421]]]}",{'value': 0},"[4.576597673496149, -74.0610254750016]","[71, 66]"
324,Feature,8866e42f3dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.02267837688146, 4.700920875000249], [-74.02669310293652, 4.6982430069738115], [-74.02617481592387, 4.693395191007522], [-74.02164170002766, 4.691225385684184], [-74.01762705215833, 4.693903442322273], [-74.01814544199061, 4.698751115662943]]]}",{'value': 0},"[4.696073230720348, -74.0221600455643]","[58, 70]"
325,Feature,8866e0935dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.1443426716055, 4.671715097915426], [-74.14836177581714, 4.669034466661077], [-74.14784491973177, 4.664183689303289], [-74.1433088560903, 4.662013684518175], [-74.13928982859784, 4.664694503881513], [-74.13980678801886, 4.669545139911769]]]}",{'value': 0},"[4.666864491587657, -74.1438257709512]","[61, 56]"
326,Feature,8866e09055fffff,"{'type': 'Polygon', 'coordinates': [[[-74.11247251975846, 4.615030893122484], [-74.11649129623203, 4.612348620417384], [-74.11597395969801, 4.60749586313459], [-74.11143774343901, 4.605325520363979], [-74.1074190441006, 4.608007981133524], [-74.10793648387715, 4.612860596600082]]]}",{'value': 0},"[4.610178306738549, -74.1119551387066]","[67, 60]"
327,Feature,8866e4212dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.05220529758162, 4.816194449666772], [-74.05621953766854, 4.813520430758215], [-74.05570179746258, 4.808677165708258], [-74.05116971429516, 4.8065080615819635], [-74.04715555197828, 4.809182269309813], [-74.04767339504986, 4.814025392335502]]]}",{'value': 0},"[4.811351356714878, -74.05168751304109]","[45, 67]"
328,Feature,8866e42aa5fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08018404105366, 4.756036545366407], [-74.08419996673513, 4.753359910167654], [-74.08368246789888, 4.748513655027476], [-74.07914894035326, 4.746344176929194], [-74.07513309213124, 4.749021000689019], [-74.07565069398652, 4.753867113976888]]]}",{'value': 0},"[4.751190461925582, -74.07966649780712]","[52, 64]"
329,Feature,8866e09053fffff,"{'type': 'Polygon', 'coordinates': [[[-74.09886460107037, 4.6085199678261635], [-74.10288301246948, 4.605837643649821], [-74.10236549975906, 4.6009847992322745], [-74.09782947244923, 4.598814420966224], [-74.09381113835417, 4.601496933236419], [-74.09432875425597, 4.6063496356696785]]]}",{'value': 0},"[4.60366729433495, -74.0983470438689]","[68, 62]"
330,Feature,8866e4284bfffff,"{'type': 'Polygon', 'coordinates': [[[-74.10038715409786, 4.784095976165689], [-74.10440338896836, 4.781420095224081], [-74.1038861814946, 4.776574767295968], [-74.09935263605843, 4.774405461860592], [-74.09533647838788, 4.777081531368369], [-74.09585378894474, 4.781926717736153]]]}",{'value': 0},"[4.779250819981768, -74.09986990217925]","[49, 61]"
331,Feature,8866e428d3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04987732740722, 4.7139391733441895], [-74.05389278735879, 4.711261406799704], [-74.05337485166234, 4.706413766234561], [-74.04884135308288, 4.704244034495093], [-74.04482597097996, 4.706921989592204], [-74.04534400959892, 4.711769487867006]]]}",{'value': 0},"[4.709091704410645, -74.04935934735244]","[56, 67]"
332,Feature,8866e42f35fffff,"{'type': 'Polygon', 'coordinates': [[[-74.02617481592387, 4.693395191007522], [-74.03018975304036, 4.690716996562488], [-74.02967149612266, 4.685868808224172], [-74.02513819924059, 4.683698956925783], [-74.02112334027106, 4.686377339949877], [-74.02164170002766, 4.691225385684184]]]}",{'value': 0},"[4.688547174305463, -74.02565651469206]","[59, 70]"
333,Feature,8866e091dbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.11987360850435, 4.563298530420872], [-74.12389328418027, 4.560614260096379], [-74.1233759533049, 4.555759193235442], [-74.11883884343814, 4.55358853854102], [-74.11481924483235, 4.556272996760824], [-74.11533667901432, 4.561127921770577]]]}",{'value': 0},"[4.5584436341816605, -74.11935623308108]","[73, 59]"
334,Feature,8866e09221fffff,"{'type': 'Polygon', 'coordinates': [[[-74.12062947680465, 4.651163472753916], [-74.1246480631948, 4.648482414012515], [-74.12413088489194, 4.643631087556801], [-74.11959501693758, 4.641460961474793], [-74.11557650756555, 4.644142208351602], [-74.11609378912084, 4.648993393165839]]]}",{'value': 0},"[4.64631231733285, -74.12011225397686]","[63, 59]"
335,Feature,8866e429dbfffff,"{'type': 'Polygon', 'coordinates': [[[-74.10622999673416, 4.717906501599068], [-74.11024726333358, 4.71522809748523], [-74.10973001880399, 4.7103798360591], [-74.10519540451577, 4.70821012038663], [-74.10117821507737, 4.710888712867955], [-74.10169556275719, 4.715736832645079]]]}",{'value': 0},"[4.713058411582961, -74.10571270772869]","[56, 61]"
336,Feature,8866e09083fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08409776787835, 4.550788267658233], [-74.0881164248774, 4.548104029916886], [-74.08759863831585, 4.543248933269123], [-74.08306209157769, 4.541078216636329], [-74.07904351209083, 4.543762642362724], [-74.07956140182097, 4.548617596727734]]]}",{'value': 0},"[4.545933341726211, -74.08357993684064]","[75, 63]"
337,Feature,8866e42991fffff,"{'type': 'Polygon', 'coordinates': [[[-74.11673078542844, 4.695324410166836], [-74.12074868364778, 4.692645028906576], [-74.12023152998063, 4.687795650308779], [-74.11569637487742, 4.685625794545471], [-74.11167855370223, 4.688305364075332], [-74.11219581057719, 4.693154601089704]]]}",{'value': 0},"[4.69047520282825, -74.11621358725694]","[59, 60]"
338,Feature,8866e429d7fffff,"{'type': 'Polygon', 'coordinates': [[[-74.11828229469967, 4.7098708259358455], [-74.12230005940779, 4.707191958576621], [-74.12178294836087, 4.702343183098653], [-74.1172479693924, 4.700173416503058], [-74.1132302817025, 4.70285247216601], [-74.11374749595393, 4.707701106111646]]]}",{'value': 0},"[4.705022221778768, -74.1177651391493]","[57, 59]"
339,Feature,8866e42ab7fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05648225263917, 4.735496593170178], [-74.06049765727528, 4.732819530231329], [-74.05997983701059, 4.727972723640472], [-74.05544650916534, 4.725803122145264], [-74.05143118228693, 4.728480373672132], [-74.05194910548715, 4.733327038097049]]]}",{'value': 0},"[4.730649958283621, -74.0559643880083]","[54, 66]"
340,Feature,8866e09017fffff,"{'type': 'Polygon', 'coordinates': [[[-74.10936802020063, 4.585912376128657], [-74.11338706378547, 4.58322907834189], [-74.11286964195097, 4.578375122117053], [-74.10833307327351, 4.576204605587728], [-74.10431410687573, 4.578888091369232], [-74.10483163195926, 4.583741905676175]]]}",{'value': 0},"[4.581058590678029, -74.10885055384648]","[71, 60]"
341,Feature,8866e090bdfffff,"{'type': 'Polygon', 'coordinates': [[[-74.09615423809777, 4.542735094131634], [-74.10017339426048, 4.540050396164783], [-74.09965574118269, 4.535194787549831], [-74.09511882871004, 4.533024019057921], [-74.09109974991657, 4.5357089049453805], [-74.0916175062174, 4.540564371395008]]]}",{'value': 0},"[4.537879656142389, -74.09563654051607]","[75, 62]"
342,Feature,8866e09091fffff,"{'type': 'Polygon', 'coordinates': [[[-74.07048885976485, 4.5442762213976575], [-74.07450715068359, 4.541591931873961], [-74.0739891880425, 4.536736750040617], [-74.06945283135656, 4.534566000172749], [-74.06543461811896, 4.537250477710675], [-74.06595268387719, 4.54210551709313]]]}",{'value': 0},"[4.539421210307438, -74.06997085267443]","[75, 65]"
343,Feature,8866e428b5fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08602245917507, 4.689833708035438], [-74.09003941674064, 4.6871545504604475], [-74.08952188068338, 4.682305366545478], [-74.08498728396557, 4.680135482137298], [-74.0809704038208, 4.682814828073809], [-74.081488042964, 4.6876638700478095]]]}",{'value': 0},"[4.684984695485011, -74.0855048786766]","[59, 63]"
344,Feature,8866e42a33fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08328900220874, 4.785108810100951], [-74.08730466143396, 4.782433205526495], [-74.08678724782908, 4.777588160813621], [-74.08225407197745, 4.775418862415508], [-74.07823849015972, 4.77809465561829], [-74.07875600677733, 4.782939558581678]]]}",{'value': 0},"[4.780263937209712, -74.08277154419528]","[49, 63]"
345,Feature,8866e46497fffff,"{'type': 'Polygon', 'coordinates': [[[-74.20464663146174, 4.631489481632967], [-74.20866821973937, 4.628806545135288], [-74.20815203329335, 4.623953205914713], [-74.2036141549533, 4.621782943923144], [-74.19959264267845, 4.624466068208849], [-74.20010893273201, 4.629319266688871]]]}",{'value': 0},"[4.626636312993572, -74.20413040030871]","[66, 50]"
346,Feature,8866e42d23fffff,"{'type': 'Polygon', 'coordinates': [[[-74.05570910512137, 4.647716356784044], [-74.05972559718845, 4.645036069063754], [-74.05920762402343, 4.640185506822391], [-74.05467305579299, 4.638015374671132], [-74.05065664153625, 4.6406958507432075], [-74.05117471769063, 4.645546270605632]]]}",{'value': 0},"[4.642865965838526, -74.05519108756721]","[64, 66]"
347,Feature,8866e4283dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.1178846985618, 4.746482931788039], [-74.12190198581084, 4.743805418834305], [-74.12138492969228, 4.738958224133877], [-74.11685048313677, 4.7367886838298405], [-74.112833272893, 4.739466385187751], [-74.1133504321906, 4.744313438436325]]]}",{'value': 0},"[4.74163590858171, -74.11736759795093]","[53, 59]"
348,Feature,8866e09327fffff,"{'type': 'Polygon', 'coordinates': [[[-74.18402471709305, 4.640049546863612], [-74.18804552274383, 4.637367207087929], [-74.18752909865105, 4.632514520559088], [-74.18299176538068, 4.6303443147501495], [-74.1789710359804, 4.633026842409512], [-74.17948756359112, 4.637879387984916]]]}",{'value': 0},"[4.635197031045109, -74.18350824833902]","[65, 52]"
349,Feature,8866e09227fffff,"{'type': 'Polygon', 'coordinates': [[[-74.12413088489194, 4.643631087556801], [-74.12814968183676, 4.640949703876041], [-74.12763253385708, 4.636098006019915], [-74.12309648565196, 4.6339278334547895], [-74.11907776568626, 4.636609405238081], [-74.11959501693758, 4.641460961474793]]]}",{'value': 0},"[4.6387795606847755, -74.12361369237783]","[64, 59]"
350,Feature,8866e090c9fffff,"{'type': 'Polygon', 'coordinates': [[[-74.08370400758776, 4.5874500562903835], [-74.0877221868796, 4.584767167837932], [-74.0872044554041, 4.579913637652152], [-74.08266844148471, 4.577743138112911], [-74.07865033969199, 4.580426214653702], [-74.07916817431055, 4.5852796026362554]]]}",{'value': 0},"[4.5825966969960685, -74.08318623164723]","[70, 63]"
351,Feature,8866e42f31fffff,"{'type': 'Polygon', 'coordinates': [[[-74.01762705215833, 4.693903442322273], [-74.02164170002766, 4.691225385684184], [-74.02112334027106, 4.686377339949877], [-74.01659022983262, 4.684207493543186], [-74.01257566021383, 4.686885738791356], [-74.01309412277402, 4.691733641827025]]]}",{'value': 0},"[4.6890555682629715, -74.01710864810576]","[59, 71]"
352,Feature,8866e42d45fffff,"{'type': 'Polygon', 'coordinates': [[[-74.04676923384591, 4.68485134617513], [-74.05078495995116, 4.682172550148545], [-74.05026693895962, 4.677323704686279], [-74.04573308892509, 4.675153797634482], [-74.04171744072056, 4.677832782145405], [-74.04223556464086, 4.68268148521466]]]}",{'value': 0},"[4.6800026722213905, -74.04625116849445]","[60, 67]"
353,Feature,8866e0970dfffff,"{'type': 'Polygon', 'coordinates': [[[-74.03433174026293, 4.568427914495419], [-74.03834853107867, 4.565745007956082], [-74.03783016872615, 4.560891363889246], [-74.03329491259558, 4.558720769154957], [-74.02927819988918, 4.561403863901422], [-74.02979666519514, 4.566257365165952]]]}",{'value': 0},"[4.563574441441153, -74.03381333354417]","[73, 69]"
354,Feature,8866e429a3fffff,"{'type': 'Polygon', 'coordinates': [[[-74.15094584316608, 4.693285340595492], [-74.15496489030062, 4.690605410699832], [-74.15444814981629, 4.685755466717628], [-74.14991225884, 4.683585593825526], [-74.1458932883337, 4.686265711865982], [-74.14641013216658, 4.691115514644527]]]}",{'value': 0},"[4.688435567716608, -74.15042905810498]","[59, 56]"
