localidad,latitud,longitud
bosa,4.6549747,-74.192064
bosa,4.6551472,-74.1925066
bosa,4.6551966,-74.1929545
bosa,4.6551926,-74.1933059
bosa,4.6550991,-74.1938638
bosa,4.6548932,-74.1943037
bosa,4.6544602,-74.1946363
bosa,4.6533073,-74.1949741
bosa,4.6522268,-74.1954015
bosa,4.6514606,-74.1958916
bosa,4.6500117,-74.1976403
bosa,4.6487788,-74.2006482
bosa,4.6481296,-74.2014169
bosa,4.6467519,-74.2027133
bosa,4.6456209,-74.2032093
bosa,4.6453223,-74.2029568
bosa,4.6450689,-74.2019107
bosa,4.6447522,-74.2007654
bosa,4.644451,-74.2006444
bosa,4.6440283,-74.2007654
bosa,4.6438522,-74.2012452
bosa,4.6438111,-74.2016312
bosa,4.6452542,-74.2037038
bosa,4.6466981,-74.2058392
bosa,4.6467888,-74.2063966
bosa,4.6464809,-74.2069065
bosa,4.6458919,-74.2071851
bosa,4.6433581,-74.2056394
bosa,4.6423708,-74.2053741
bosa,4.6411774,-74.2061698
bosa,4.6408067,-74.2069464
bosa,4.6405507,-74.207787
bosa,4.6407342,-74.2111491
bosa,4.6406472,-74.212025
bosa,4.6404396,-74.2126411
bosa,4.6404021,-74.2135838
bosa,4.6408805,-74.2144011
bosa,4.6412885,-74.2144799
bosa,4.6426106,-74.2144427
bosa,4.6435172,-74.2147162
bosa,4.64404,-74.2151671
bosa,4.6444458,-74.2155489
bosa,4.6448095,-74.2160354
bosa,4.6448868,-74.216504
bosa,4.644716,-74.2194156
bosa,4.6445793,-74.2212034
bosa,4.6436811,-74.2215013
bosa,4.6424266,-74.2208118
bosa,4.6412819,-74.2188877
bosa,4.6405302,-74.2166402
bosa,4.6395747,-74.2155789
bosa,4.6381465,-74.2150747
bosa,4.6375521,-74.2148648
bosa,4.6365285,-74.2151652
bosa,4.635957,-74.2161228
bosa,4.6358251,-74.2170929
bosa,4.6353793,-74.2175936
bosa,4.6346508,-74.21775
bosa,4.6342609,-74.2175317
bosa,4.6320612,-74.216265
bosa,4.6316133,-74.2160349
bosa,4.6311655,-74.2159163
bosa,4.6306569,-74.2159326
bosa,4.6301607,-74.2160852
bosa,4.6298509,-74.2163613
bosa,4.6296646,-74.2167737
bosa,4.6295085,-74.217262
bosa,4.6294636,-74.2177751
bosa,4.6302158,-74.2200754
bosa,4.6303991,-74.2211435
bosa,4.6301874,-74.2216942
bosa,4.6294672,-74.2226379
bosa,4.6292412,-74.2225524
bosa,4.6290546,-74.2224449
bosa,4.628817,-74.2223947
bosa,4.6283862,-74.2223574
bosa,4.6282465,-74.2223685
bosa,4.6280985,-74.2224123
bosa,4.6273447,-74.2228046
bosa,4.6264966,-74.2233717
bosa,4.6258843,-74.223539
bosa,4.6255475,-74.2235669
kennedy,4.6466405,-74.1855841
kennedy,4.6465236,-74.1855737
kennedy,4.6464189,-74.1855429
kennedy,4.6456703,-74.185166
kennedy,4.6454403,-74.1850634
kennedy,4.6451585,-74.1849296
kennedy,4.6450878,-74.1848961
kennedy,4.6447908,-74.1847555
kennedy,4.6441569,-74.184459
kennedy,4.6436873,-74.1842435
kennedy,4.6432741,-74.1840609
kennedy,4.6431479,-74.1840023
kennedy,4.6427131,-74.1837942
kennedy,4.6422766,-74.1835883
kennedy,4.6414471,-74.1831968
kennedy,4.641322,-74.183138
kennedy,4.6405186,-74.1827608
kennedy,4.6404822,-74.1827439
kennedy,4.6404223,-74.182716
kennedy,4.639612,-74.1823395
kennedy,4.6389185,-74.1820122
kennedy,4.6386117,-74.1818674
kennedy,4.6384357,-74.1817833
kennedy,4.6382592,-74.1817001
kennedy,4.6380111,-74.1815832
kennedy,4.6377751,-74.1814721
kennedy,4.6373514,-74.1812718
kennedy,4.6366694,-74.1809461
kennedy,4.6364039,-74.1808241
kennedy,4.6361231,-74.1807
kennedy,4.6360882,-74.1806846
kennedy,4.6359901,-74.1806377
kennedy,4.6359289,-74.1806085
kennedy,4.6355313,-74.1804186
kennedy,4.6353625,-74.180339
kennedy,4.6352527,-74.1802873
kennedy,4.6348709,-74.1801087
kennedy,4.6348086,-74.1800765
kennedy,4.6347462,-74.1800363
kennedy,4.6346942,-74.1799996
kennedy,4.6345973,-74.1799272
kennedy,4.6345551,-74.1798911
kennedy,4.634542,-74.1798819
kennedy,4.6345059,-74.1798564
kennedy,4.6344566,-74.1798339
kennedy,4.6342157,-74.1797264
kennedy,4.6340122,-74.1796356
kennedy,4.6336836,-74.179489
kennedy,4.6336595,-74.1794783
kennedy,4.6328125,-74.1791032
kennedy,4.6326727,-74.1790396
kennedy,4.631673,-74.1785952
kennedy,4.6314095,-74.178473
kennedy,4.6311661,-74.17836
kennedy,4.6308988,-74.1782361
kennedy,4.6307219,-74.1781549
kennedy,4.6304798,-74.1780391
kennedy,4.6304515,-74.1780257
kennedy,4.6302668,-74.17794
kennedy,4.6300188,-74.1778175
kennedy,4.6299694,-74.1777911
kennedy,4.6299244,-74.1777713
kennedy,4.629848,-74.177747
kennedy,4.6297823,-74.1777317
kennedy,4.6297074,-74.1777195
kennedy,4.6296565,-74.1777134
kennedy,4.6296009,-74.1777026
kennedy,4.6295281,-74.1776766
kennedy,4.6294818,-74.1776549
kennedy,4.6293334,-74.1775853
kennedy,4.6291853,-74.1775123
kennedy,4.6290342,-74.1774356
kennedy,4.6289482,-74.1773985
kennedy,4.6288642,-74.1773675
kennedy,4.6287199,-74.177331
kennedy,4.6285938,-74.1773051
kennedy,4.6284288,-74.1772783
kennedy,4.6282163,-74.1772574
kennedy,4.6279795,-74.1772262
kennedy,4.6275672,-74.1771814
kennedy,4.6272847,-74.1771507
kennedy,4.6266259,-74.1770806
kennedy,4.6265373,-74.1770724
kennedy,4.6260976,-74.177031
kennedy,4.6260225,-74.1770244
kennedy,4.625946,-74.1770168
kennedy,4.625797,-74.1770263
kennedy,4.6256699,-74.1770124
kennedy,4.6255856,-74.1770043
kennedy,4.625436,-74.1769871
kennedy,4.625297,-74.1769698
kennedy,4.6251767,-74.1769463
kennedy,4.6250591,-74.1769175
kennedy,4.6249445,-74.1768841
kennedy,4.6246026,-74.1767783
kennedy,4.6243423,-74.1766948
kennedy,4.624163,-74.1766304
kennedy,4.6240933,-74.1765954
kennedy,4.624028,-74.1765478
kennedy,4.6238124,-74.1764031
kennedy,4.6237665,-74.1763723
kennedy,4.6237446,-74.1763576
kennedy,4.623299,-74.1760542
kennedy,4.6232726,-74.1760362
kennedy,4.6228389,-74.1757278
kennedy,4.6219504,-74.1750768
kennedy,4.6219655,-74.1750528
kennedy,4.6221482,-74.1747633
kennedy,4.6220038,-74.1746596
kennedy,4.6218497,-74.174549
kennedy,4.6217064,-74.1744461
kennedy,4.6215383,-74.1743255
kennedy,4.6212203,-74.1740971
kennedy,4.6209699,-74.1739174
kennedy,4.6205168,-74.1735921
kennedy,4.6204955,-74.1736223
kennedy,4.620252,-74.1734587
kennedy,4.6201831,-74.1735578
kennedy,4.619869,-74.1733392
kennedy,4.6195433,-74.1731125
kennedy,4.619228,-74.172893
kennedy,4.6189781,-74.172719
kennedy,4.6188635,-74.1728475
kennedy,4.6186693,-74.1730763
kennedy,4.6185851,-74.1731856
kennedy,4.6184989,-74.1733031
kennedy,4.6184135,-74.1734288
kennedy,4.6182728,-74.1736362
kennedy,4.6181632,-74.1737807
kennedy,4.6181471,-74.173802
kennedy,4.6179507,-74.1740609
kennedy,4.617837,-74.1742108
kennedy,4.6177596,-74.1743119
kennedy,4.6176545,-74.1744493
kennedy,4.6175568,-74.1745691
kennedy,4.6174553,-74.1746935
kennedy,4.6173413,-74.1748276
kennedy,4.6173032,-74.1748692
kennedy,4.6171856,-74.1749977
kennedy,4.6171419,-74.1750454
kennedy,4.6169874,-74.1752622
kennedy,4.6168196,-74.1754976
kennedy,4.6166731,-74.1757032
kennedy,4.6166099,-74.1757876
kennedy,4.6165635,-74.1758435
kennedy,4.6165285,-74.1758824
kennedy,4.6164936,-74.1759096
kennedy,4.616462,-74.1759288
kennedy,4.6164304,-74.1759411
kennedy,4.6163828,-74.1759594
kennedy,4.6163373,-74.1759768
kennedy,4.6163165,-74.1759842
kennedy,4.6162863,-74.1760009
kennedy,4.6162511,-74.176022
kennedy,4.6162076,-74.1760449
kennedy,4.616173,-74.1760554
kennedy,4.6161245,-74.176065
kennedy,4.6160707,-74.1760718
kennedy,4.616031,-74.1760822
kennedy,4.6159894,-74.1761041
kennedy,4.6159289,-74.1761496
kennedy,4.6158683,-74.1762057
kennedy,4.615734,-74.1763347
kennedy,4.6156209,-74.1764495
kennedy,4.6154017,-74.1766654
kennedy,4.6155342,-74.1767876
kennedy,4.6157183,-74.1769574
kennedy,4.6158306,-74.1770689
kennedy,4.6159204,-74.1771721
kennedy,4.6160316,-74.1773056
kennedy,4.6161326,-74.1774371
kennedy,4.616215,-74.1775525
kennedy,4.6162392,-74.1775846
kennedy,4.6164726,-74.1779182
kennedy,4.6165199,-74.1779843
kennedy,4.6165766,-74.1780636
kennedy,4.6167119,-74.1782647
kennedy,4.6167761,-74.1783571
kennedy,4.6169526,-74.1786179
kennedy,4.6171392,-74.1788849
kennedy,4.6173017,-74.1791342
kennedy,4.61733,-74.1791673
kennedy,4.6174179,-74.17927
kennedy,4.6175096,-74.1793649
kennedy,4.617648,-74.1794944
kennedy,4.6177769,-74.1796029
kennedy,4.6179302,-74.1797235
kennedy,4.6182772,-74.1799828
kennedy,4.6183592,-74.1800449
kennedy,4.6184771,-74.1801341
kennedy,4.6185791,-74.1802133
kennedy,4.618681,-74.1803022
kennedy,4.6187444,-74.1803591
kennedy,4.6188009,-74.1804101
kennedy,4.6188606,-74.1804788
kennedy,4.6188991,-74.1805421
kennedy,4.6189274,-74.1806025
kennedy,4.6189461,-74.1806608
kennedy,4.6189985,-74.1808588
kennedy,4.6190332,-74.1809955
kennedy,4.6190551,-74.1811377
kennedy,4.6190562,-74.1812115
kennedy,4.6190546,-74.1812799
kennedy,4.6190407,-74.1814151
kennedy,4.6190141,-74.1815371
kennedy,4.6190091,-74.1815598
kennedy,4.6189263,-74.1818871
kennedy,4.6189071,-74.1819857
kennedy,4.6188915,-74.1820657
kennedy,4.6188697,-74.1821683
kennedy,4.6188523,-74.1822502
kennedy,4.6188488,-74.1822669
kennedy,4.6188274,-74.1824118
kennedy,4.6188205,-74.1825271
kennedy,4.6188256,-74.1826014
kennedy,4.6188362,-74.1826522
kennedy,4.6188407,-74.1826739
kennedy,4.6188759,-74.1828017
kennedy,4.6189106,-74.1828983
kennedy,4.6189477,-74.1829804
kennedy,4.6190051,-74.1830937
kennedy,4.6190516,-74.1831734
kennedy,4.6190626,-74.1831923
kennedy,4.6191241,-74.1832764
kennedy,4.6191856,-74.1833532
kennedy,4.6192671,-74.1834401
kennedy,4.6193227,-74.18349
kennedy,4.6192122,-74.1836548
kennedy,4.6191519,-74.1837536
kennedy,4.6190808,-74.1838919
kennedy,4.6190197,-74.1840713
kennedy,4.6189883,-74.1841901
kennedy,4.6189568,-74.1843217
kennedy,4.6188655,-74.184826
kennedy,4.6187954,-74.1852295
kennedy,4.618735,-74.1852224
kennedy,4.6183605,-74.1851986
kennedy,4.6177321,-74.1851556
kennedy,4.6173787,-74.1851315
kennedy,4.6171072,-74.1851111
kennedy,4.6167334,-74.1850829
kennedy,4.6166011,-74.1850721
kennedy,4.6159975,-74.1845858
kennedy,4.6158593,-74.1844696
kennedy,4.6158833,-74.1843322
kennedy,4.6158957,-74.1841102
kennedy,4.6158813,-74.1838935
kennedy,4.6158402,-74.1837171
kennedy,4.6157884,-74.1835648
kennedy,4.6156702,-74.1833336
kennedy,4.6155493,-74.1831533
kennedy,4.6152867,-74.182828
kennedy,4.6152228,-74.1826752
kennedy,4.6152023,-74.1825545
kennedy,4.615171,-74.182423
kennedy,4.6150772,-74.1822649
kennedy,4.6149512,-74.1821446
kennedy,4.6147656,-74.1820554
kennedy,4.614482,-74.1819946
kennedy,4.6142808,-74.1818853
kennedy,4.6141299,-74.1817326
kennedy,4.6139059,-74.181545
kennedy,4.613798,-74.1814707
kennedy,4.6136902,-74.1814232
kennedy,4.6135318,-74.1813662
kennedy,4.6133708,-74.1813496
kennedy,4.6131965,-74.1813277
kennedy,4.6130691,-74.1812777
kennedy,4.6129712,-74.1811833
kennedy,4.6128974,-74.1810674
kennedy,4.6127671,-74.1807659
kennedy,4.6126261,-74.1805233
kennedy,4.6117306,-74.1789855
kennedy,4.6115059,-74.1787094
kennedy,4.6113975,-74.1785875
kennedy,4.6112838,-74.1784977
kennedy,4.6109998,-74.1782763
kennedy,4.6107917,-74.1781414
kennedy,4.6106885,-74.178056
kennedy,4.6105853,-74.177933
kennedy,4.6104082,-74.1776888
kennedy,4.6103055,-74.1775932
kennedy,4.6102001,-74.1775084
kennedy,4.6100394,-74.1774081
kennedy,4.6098707,-74.1773346
kennedy,4.6096873,-74.1772792
kennedy,4.6095004,-74.1772344
kennedy,4.6093553,-74.1772227
kennedy,4.6092138,-74.1772393
kennedy,4.6091069,-74.1772795
kennedy,4.6089559,-74.1773904
kennedy,4.6087016,-74.1776317
kennedy,4.6085743,-74.1777074
kennedy,4.6084363,-74.177767
kennedy,4.6082153,-74.1778079
kennedy,4.6081077,-74.1778197
kennedy,4.6079787,-74.1778101
kennedy,4.6078108,-74.1777653
kennedy,4.6076375,-74.1776883
kennedy,4.6073359,-74.1774691
kennedy,4.6071029,-74.1773595
kennedy,4.6069477,-74.1773344
kennedy,4.6068032,-74.1773254
kennedy,4.6064314,-74.1773611
kennedy,4.6063304,-74.177342
kennedy,4.6062356,-74.1773013
kennedy,4.606156,-74.1772486
kennedy,4.6060794,-74.1771836
kennedy,4.6059663,-74.1770775
kennedy,4.6058491,-74.1769347
kennedy,4.605763,-74.1768355
kennedy,4.6056768,-74.1767565
kennedy,4.6055085,-74.1766495
kennedy,4.6052227,-74.1764845
kennedy,4.6050422,-74.1763825
kennedy,4.6048658,-74.1762514
kennedy,4.6046595,-74.1761404
kennedy,4.6043578,-74.1760661
kennedy,4.6041439,-74.1760621
kennedy,4.6039998,-74.1760693
kennedy,4.6038558,-74.1760624
kennedy,4.6036708,-74.1760181
kennedy,4.6035909,-74.1759874
kennedy,4.6035668,-74.1759725
kennedy,4.6035226,-74.1759334
kennedy,4.6034871,-74.1758618
kennedy,4.6034018,-74.1753639
kennedy,4.6032826,-74.174888
kennedy,4.6032082,-74.174549
kennedy,4.6031477,-74.1742428
kennedy,4.6031509,-74.1736356
kennedy,4.6032116,-74.1731043
kennedy,4.6029891,-74.1718682
kennedy,4.6029936,-74.1717199
kennedy,4.6032129,-74.1704759
kennedy,4.6033829,-74.1698375
kennedy,4.6033882,-74.1697383
kennedy,4.6033624,-74.1696339
kennedy,4.603311,-74.1695167
kennedy,4.6033022,-74.1694421
kennedy,4.6033103,-74.1693718
kennedy,4.6034331,-74.1691707
kennedy,4.6035622,-74.1690451
kennedy,4.6036913,-74.1689548
kennedy,4.6039946,-74.1688341
kennedy,4.6040637,-74.1688039
kennedy,4.6041285,-74.1687524
kennedy,4.6041932,-74.1686615
kennedy,4.6042474,-74.1685635
kennedy,4.6043087,-74.168302
kennedy,4.6043435,-74.168083
kennedy,4.6043476,-74.1677843
kennedy,4.6043676,-74.1675281
kennedy,4.6044365,-74.1673213
kennedy,4.6045747,-74.1671065
kennedy,4.6048875,-74.1665743
kennedy,4.6050739,-74.1662579
kennedy,4.6052391,-74.1658849
kennedy,4.6053607,-74.165663
kennedy,4.605526,-74.1653236
kennedy,4.6055873,-74.1651449
kennedy,4.6056799,-74.1648208
kennedy,4.6058313,-74.164309
kennedy,4.6060738,-74.1638175
kennedy,4.6061586,-74.1636961
kennedy,4.6062398,-74.1636031
kennedy,4.6063184,-74.163478
kennedy,4.6063475,-74.1633758
kennedy,4.606358,-74.1632522
kennedy,4.6063522,-74.1630534
kennedy,4.6063331,-74.1628599
kennedy,4.6062947,-74.1626475
kennedy,4.6062349,-74.1624298
kennedy,4.6060556,-74.1618345
kennedy,4.6059274,-74.1613588
kennedy,4.6057547,-74.1607712
kennedy,4.6054076,-74.1593494
kennedy,4.6053101,-74.1590136
kennedy,4.6052232,-74.158844
kennedy,4.6050876,-74.1586169
kennedy,4.6049168,-74.1583968
kennedy,4.6047346,-74.1581095
kennedy,4.6045736,-74.1577515
kennedy,4.6044559,-74.1573245
kennedy,4.6043864,-74.1571818
kennedy,4.6043382,-74.1570886
kennedy,4.6042495,-74.1570107
kennedy,4.6039678,-74.1568638
kennedy,4.603686,-74.1567736
kennedy,4.6032233,-74.1566864
kennedy,4.603169,-74.1566294
kennedy,4.6031214,-74.1565319
kennedy,4.6031192,-74.1560091
kennedy,4.6031112,-74.1556873
kennedy,4.6030983,-74.1554948
kennedy,4.6029468,-74.1551917
kennedy,4.6027235,-74.1549336
kennedy,4.6023492,-74.1546323
kennedy,4.6022276,-74.1544885
kennedy,4.602106,-74.1543311
kennedy,4.6019695,-74.1541198
kennedy,4.6015675,-74.1537695
kennedy,4.6012905,-74.1536729
kennedy,4.6012587,-74.1536279
kennedy,4.6012375,-74.1535534
kennedy,4.6012012,-74.1532116
kennedy,4.6011407,-74.1528347
kennedy,4.6011318,-74.152699
kennedy,4.6011245,-74.1525735
kennedy,4.6011213,-74.1524827
kennedy,4.6011043,-74.1524068
kennedy,4.6010851,-74.1523495
kennedy,4.6010685,-74.1523121
kennedy,4.6010451,-74.1522734
kennedy,4.6009907,-74.1522273
kennedy,4.6009272,-74.1521983
kennedy,4.6008335,-74.1521904
kennedy,4.6007162,-74.1522033
kennedy,4.6004945,-74.1522585
kennedy,4.6002104,-74.1522956
kennedy,4.6001001,-74.1522877
kennedy,4.5999872,-74.1522556
kennedy,4.5997666,-74.1521914
kennedy,4.5996676,-74.152157
kennedy,4.5995687,-74.1521307
kennedy,4.5994586,-74.1521321
kennedy,4.5993346,-74.1521661
kennedy,4.5992378,-74.1521611
kennedy,4.5991409,-74.1521467
kennedy,4.5990252,-74.152098
kennedy,4.598924,-74.1520286
kennedy,4.5988813,-74.151909
kennedy,4.5988759,-74.1518098
kennedy,4.5988549,-74.1517263
kennedy,4.5987736,-74.1515973
kennedy,4.5986876,-74.151487
kennedy,4.5986076,-74.1514348
kennedy,4.5981351,-74.151314
kennedy,4.5980582,-74.1512707
kennedy,4.5979867,-74.1512063
kennedy,4.5979202,-74.1510388
kennedy,4.5978381,-74.1509028
kennedy,4.5976929,-74.1507627
kennedy,4.597594,-74.1507029
kennedy,4.5972514,-74.150599
kennedy,4.597179,-74.1505268
kennedy,4.5969529,-74.1502164
kennedy,4.5968709,-74.1501234
kennedy,4.5967803,-74.1500852
kennedy,4.5965616,-74.150031
kennedy,4.5964826,-74.1499722
kennedy,4.5963626,-74.1498283
kennedy,4.5962705,-74.1497567
kennedy,4.5962372,-74.1497389
kennedy,4.5961939,-74.1497284
kennedy,4.5961174,-74.1497422
kennedy,4.5960833,-74.1497547
kennedy,4.5960426,-74.1497953
kennedy,4.5960462,-74.1498485
kennedy,4.596073,-74.1499158
kennedy,4.596155,-74.150032
kennedy,4.5964374,-74.1502694
kennedy,4.5964822,-74.1503375
kennedy,4.5965176,-74.150429
kennedy,4.5965697,-74.150574
kennedy,4.5966217,-74.1506723
kennedy,4.5967288,-74.1508335
kennedy,4.596791,-74.1509386
kennedy,4.5968229,-74.1510788
kennedy,4.5967785,-74.1512997
kennedy,4.5967114,-74.1515403
kennedy,4.5965604,-74.1518236
kennedy,4.5964086,-74.1519877
kennedy,4.5961661,-74.1521751
kennedy,4.5960821,-74.1522257
kennedy,4.5959836,-74.1522714
kennedy,4.5957563,-74.1523139
kennedy,4.5956638,-74.152061
kennedy,4.5956166,-74.1518646
kennedy,4.5955873,-74.1515984
kennedy,4.5955225,-74.1509629
kennedy,4.5954592,-74.1504256
kennedy,4.5953703,-74.1496641
kennedy,4.5952542,-74.1485853
kennedy,4.5951876,-74.1479673
kennedy,4.5950521,-74.1469494
kennedy,4.5950282,-74.1466999
kennedy,4.5950265,-74.1464748
kennedy,4.5950403,-74.146325
kennedy,4.5951597,-74.1456313
kennedy,4.5952934,-74.1448091
kennedy,4.5954163,-74.1441235
kennedy,4.5954869,-74.1436257
kennedy,4.5955239,-74.1432584
kennedy,4.595631,-74.14235
kennedy,4.595646,-74.1419219
kennedy,4.5956372,-74.1414671
kennedy,4.5955483,-74.1408085
kennedy,4.5954421,-74.1401227
kennedy,4.595304,-74.1391834
kennedy,4.5951494,-74.1384622
kennedy,4.5949974,-74.1377795
kennedy,4.5954455,-74.1377455
kennedy,4.5956772,-74.137708
kennedy,4.5958648,-74.1376616
kennedy,4.5959974,-74.137606
kennedy,4.5961459,-74.1375337
kennedy,4.5962944,-74.1374366
kennedy,4.5965327,-74.1372745
kennedy,4.5966476,-74.1371907
kennedy,4.5969131,-74.1369862
kennedy,4.5973029,-74.1367355
kennedy,4.5975809,-74.1365637
kennedy,4.5977972,-74.1364343
kennedy,4.5980307,-74.1362843
kennedy,4.5984103,-74.1360429
kennedy,4.5986049,-74.135916
kennedy,4.5987636,-74.1358128
kennedy,4.5995425,-74.1353019
kennedy,4.6003089,-74.1348127
kennedy,4.6010757,-74.1342719
kennedy,4.6024435,-74.1334105
kennedy,4.6026101,-74.1332938
kennedy,4.6027247,-74.1332074
kennedy,4.602849,-74.1331108
kennedy,4.602936,-74.1330296
kennedy,4.6031444,-74.13288
kennedy,4.6045441,-74.1319773
kennedy,4.604723,-74.131852
kennedy,4.6050813,-74.1315559
kennedy,4.6053352,-74.1313848
kennedy,4.6056436,-74.1311743
kennedy,4.6058597,-74.1310531
kennedy,4.6061319,-74.1309173
kennedy,4.606323,-74.1308161
kennedy,4.6064989,-74.130693
kennedy,4.6067972,-74.1304854
kennedy,4.6071116,-74.130261
kennedy,4.6074122,-74.1300714
kennedy,4.6078581,-74.1298102
kennedy,4.6084357,-74.1294576
kennedy,4.6087428,-74.1292812
kennedy,4.6090418,-74.1291413
kennedy,4.6093099,-74.1290291
kennedy,4.6095161,-74.1289491
kennedy,4.6099721,-74.1288168
kennedy,4.6103692,-74.1287212
kennedy,4.6107893,-74.1285979
kennedy,4.6117533,-74.1283007
kennedy,4.6125365,-74.1280322
kennedy,4.6132512,-74.1277945
kennedy,4.613597,-74.1276759
kennedy,4.6140942,-74.1275152
kennedy,4.6144078,-74.1274315
kennedy,4.6162214,-74.1268733
kennedy,4.6173292,-74.126499
kennedy,4.6183451,-74.1261848
kennedy,4.6192125,-74.1259245
kennedy,4.6200491,-74.1256513
kennedy,4.6205133,-74.1254933
kennedy,4.6207632,-74.1254193
kennedy,4.6212587,-74.1252696
kennedy,4.6218281,-74.1250896
kennedy,4.6223894,-74.1249212
kennedy,4.6231255,-74.1246965
kennedy,4.6238352,-74.1244566
kennedy,4.6240919,-74.1243665
kennedy,4.6245395,-74.1241778
kennedy,4.627606,-74.1229878
kennedy,4.6278393,-74.1228974
kennedy,4.6285501,-74.122643
kennedy,4.6290225,-74.1224322
kennedy,4.6299148,-74.1220563
kennedy,4.6352526,-74.1198227
kennedy,4.6355731,-74.1196885
kennedy,4.636142,-74.1194319
kennedy,4.6362543,-74.1193638
kennedy,4.6363506,-74.1193002
kennedy,4.6365017,-74.1191889
kennedy,4.6366139,-74.1190988
kennedy,4.6367262,-74.1189924
kennedy,4.6372315,-74.1184648
kennedy,4.6373665,-74.1183208
kennedy,4.6379063,-74.1190931
kennedy,4.6381132,-74.1193827
kennedy,4.6385515,-74.1200593
kennedy,4.6390533,-74.1208184
kennedy,4.6392476,-74.1210998
kennedy,4.6394353,-74.1213531
kennedy,4.6396699,-74.1216395
kennedy,4.6397799,-74.1217836
kennedy,4.6402767,-74.1223859
kennedy,4.6403037,-74.1224169
kennedy,4.6405838,-74.1227435
kennedy,4.6406799,-74.122852
kennedy,4.6408697,-74.1230424
kennedy,4.6409489,-74.1231006
kennedy,4.6406667,-74.123606
kennedy,4.6407549,-74.1236567
kennedy,4.6409374,-74.1237747
kennedy,4.6413633,-74.1241281
kennedy,4.6417669,-74.124377
kennedy,4.6449168,-74.1254481
kennedy,4.6452118,-74.1255957
kennedy,4.6454481,-74.1257801
kennedy,4.6456802,-74.1260209
kennedy,4.6474887,-74.128208
kennedy,4.6479742,-74.1287836
kennedy,4.6481481,-74.1289919
kennedy,4.6486044,-74.1295132
kennedy,4.6487486,-74.1297109
kennedy,4.6488682,-74.1299517
kennedy,4.649025,-74.1303108
kennedy,4.6491081,-74.1305775
kennedy,4.649265,-74.1313368
kennedy,4.6493782,-74.1316141
kennedy,4.6495217,-74.1318539
kennedy,4.6497703,-74.1321186
kennedy,4.6500462,-74.1323815
kennedy,4.6504443,-74.1327787
kennedy,4.6506515,-74.1329159
kennedy,4.650848,-74.1330209
kennedy,4.6510768,-74.1330892
kennedy,4.6514766,-74.1331806
kennedy,4.6515535,-74.1332069
kennedy,4.6517897,-74.1333155
kennedy,4.6522009,-74.1335563
kennedy,4.6525651,-74.1338003
kennedy,4.6526095,-74.1338313
kennedy,4.6526378,-74.1338511
kennedy,4.6530387,-74.1341052
kennedy,4.6545095,-74.1347758
kennedy,4.6552086,-74.1350946
kennedy,4.6554844,-74.1352299
kennedy,4.6572186,-74.136081
kennedy,4.6576486,-74.1365611
kennedy,4.6579123,-74.1369581
kennedy,4.6580105,-74.1370651
kennedy,4.6580988,-74.1371248
kennedy,4.6581658,-74.1371607
kennedy,4.6582976,-74.1371724
kennedy,4.6584881,-74.1371542
kennedy,4.6586877,-74.1371437
kennedy,4.6588413,-74.1371671
kennedy,4.6590796,-74.1372995
kennedy,4.6598485,-74.1382446
kennedy,4.6605192,-74.1390295
kennedy,4.6625868,-74.1405546
kennedy,4.6627798,-74.1407826
kennedy,4.6629164,-74.1410248
kennedy,4.6630564,-74.1413644
kennedy,4.6630692,-74.1416301
kennedy,4.6630624,-74.1419415
kennedy,4.6629591,-74.1422476
kennedy,4.6627236,-74.1426016
kennedy,4.6620609,-74.1432601
kennedy,4.6617666,-74.1436351
kennedy,4.6615987,-74.1440753
kennedy,4.6615661,-74.1443835
kennedy,4.6615795,-74.1446917
kennedy,4.6618105,-74.1458796
kennedy,4.6621585,-74.1471947
kennedy,4.66265,-74.1481899
kennedy,4.6631476,-74.1490804
kennedy,4.6636077,-74.149946
kennedy,4.6641995,-74.1511209
kennedy,4.6642967,-74.1514183
kennedy,4.6643202,-74.1516664
kennedy,4.6642954,-74.1519726
kennedy,4.6642076,-74.152304
kennedy,4.6640752,-74.1527558
kennedy,4.6639091,-74.1535969
kennedy,4.6638345,-74.1538144
kennedy,4.66372,-74.1541229
kennedy,4.663643,-74.1543187
kennedy,4.6635388,-74.1545392
kennedy,4.663367,-74.1548499
kennedy,4.6631167,-74.1552278
kennedy,4.662957,-74.1554302
kennedy,4.662674,-74.1557108
kennedy,4.6623988,-74.155938
kennedy,4.6619771,-74.1562813
kennedy,4.6615408,-74.1568649
kennedy,4.6614197,-74.1570538
kennedy,4.6613519,-74.157213
kennedy,4.6613187,-74.1577373
kennedy,4.6615263,-74.1582069
kennedy,4.6619612,-74.158745
kennedy,4.6624712,-74.1594334
kennedy,4.662494,-74.1598622
kennedy,4.6627232,-74.1605473
kennedy,4.6632319,-74.1617934
kennedy,4.6632124,-74.1624017
kennedy,4.6623531,-74.162872
kennedy,4.6598849,-74.1628985
kennedy,4.6588904,-74.1632096
kennedy,4.6584199,-74.1640143
kennedy,4.6589161,-74.1649763
kennedy,4.659737,-74.1656745
kennedy,4.6598356,-74.1661272
kennedy,4.6596331,-74.1666018
kennedy,4.6581418,-74.1667072
kennedy,4.6564533,-74.1673272
kennedy,4.6562234,-74.1679054
kennedy,4.6562339,-74.1686327
kennedy,4.6563774,-74.1696684
kennedy,4.6571687,-74.1708271
