localidad,latitud,longitud
la candelaria,4.5919495,-74.0703271
la candelaria,4.5923948,-74.0701074
la candelaria,4.593003,-74.0698112
la candelaria,4.5934882,-74.0695731
la candelaria,4.5937941,-74.0693879
la candelaria,4.593889,-74.0692151
la candelaria,4.5938521,-74.0690211
la candelaria,4.5937308,-74.0688166
la candelaria,4.593562,-74.0685238
la candelaria,4.5934917,-74.0681958
la candelaria,4.5935234,-74.0680195
la candelaria,4.5939171,-74.0677849
la candelaria,4.5944603,-74.0674639
la candelaria,4.5951124,-74.067083
la candelaria,4.5957611,-74.0668361
la candelaria,4.5963412,-74.066815
la candelaria,4.5966892,-74.0667197
la candelaria,4.597022,-74.0664203
la candelaria,4.5972706,-74.066202
la candelaria,4.5974918,-74.0659526
la candelaria,4.5973849,-74.0656222
la candelaria,4.5972134,-74.0653341
la candelaria,4.5971711,-74.0650735
la candelaria,4.5971971,-74.0649326
la candelaria,4.5973476,-74.0647892
la candelaria,4.5974395,-74.0647381
la candelaria,4.5975725,-74.0646895
la candelaria,4.5977522,-74.0647035
la candelaria,4.5984575,-74.0649065
la candelaria,4.5987943,-74.0650436
la candelaria,4.5990367,-74.0650199
la candelaria,4.5995874,-74.0645698
la candelaria,4.5996172,-74.0643229
la candelaria,4.5993947,-74.0640747
la candelaria,4.5991548,-74.0639313
la candelaria,4.5990094,-74.063561
la candelaria,4.599335,-74.0629686
la candelaria,4.5996731,-74.0625247
la candelaria,4.6001479,-74.0620434
la candelaria,4.6000137,-74.0617079
la candelaria,4.5999689,-74.0613912
la candelaria,4.6000547,-74.0612465
la candelaria,4.6004729,-74.060968
la candelaria,4.6005226,-74.0607535
la candelaria,4.6006767,-74.0597958
la candelaria,4.6007712,-74.0595564
la candelaria,4.6010844,-74.0591523
la candelaria,4.6012932,-74.0590426
la candelaria,4.6014993,-74.0589675
la candelaria,4.6019371,-74.0593615
la candelaria,4.602323,-74.0599884
la candelaria,4.6025835,-74.0605542
la candelaria,4.6026247,-74.0606948
la candelaria,4.6029001,-74.061244
la candelaria,4.6032878,-74.0621506
la candelaria,4.6032052,-74.0626325
la candelaria,4.6031772,-74.0634911
la candelaria,4.6030676,-74.0641555
la candelaria,4.6034652,-74.0648856
la candelaria,4.6033754,-74.0652995
la candelaria,4.6031352,-74.06613
la candelaria,4.6029533,-74.0668248
la candelaria,4.6026292,-74.0672459
la candelaria,4.601862,-74.0677302
la candelaria,4.6015169,-74.0679969
la candelaria,4.6011393,-74.0685446
la candelaria,4.6009304,-74.068903
la candelaria,4.6007991,-74.0694063
la candelaria,4.6007574,-74.0701526
la candelaria,4.6007808,-74.0702158
la candelaria,4.6007663,-74.0704281
la candelaria,4.6006372,-74.0708
la candelaria,4.6005819,-74.0710765
la candelaria,4.6007555,-74.071933
la candelaria,4.6008717,-74.0724503
la candelaria,4.6009145,-74.072518
la candelaria,4.6009437,-74.0725641
la candelaria,4.6014601,-74.0734018
la candelaria,4.6015483,-74.073545
la candelaria,4.6018176,-74.0739647
la candelaria,4.6019897,-74.0742501
la candelaria,4.602209,-74.0747001
la candelaria,4.602298,-74.0750954
la candelaria,4.6022192,-74.0759165
la candelaria,4.6021361,-74.0766434
la candelaria,4.6019761,-74.0767628
la candelaria,4.6016434,-74.0769788
la candelaria,4.6008493,-74.0775227
la candelaria,4.6002849,-74.0778704
la candelaria,4.5998663,-74.0781155
la candelaria,4.5978037,-74.0794537
la candelaria,4.596305,-74.0803405
la candelaria,4.5952955,-74.0809567
la candelaria,4.5949483,-74.0812636
la candelaria,4.5946719,-74.0812156
la candelaria,4.5946422,-74.0812472
la candelaria,4.5946128,-74.0812752
la candelaria,4.5945088,-74.0813459
la candelaria,4.5943238,-74.0814649
la candelaria,4.5939396,-74.0817179
la candelaria,4.5932599,-74.0821845
rafael uribe,4.585904,-74.1308704
rafael uribe,4.5858452,-74.1308603
rafael uribe,4.5851119,-74.1306794
rafael uribe,4.5841239,-74.130432
rafael uribe,4.5831522,-74.1301951
rafael uribe,4.5824607,-74.1300303
rafael uribe,4.5821803,-74.1299634
rafael uribe,4.5811947,-74.1297285
rafael uribe,4.5800599,-74.1294311
rafael uribe,4.5801016,-74.1289148
rafael uribe,4.5801634,-74.1283027
rafael uribe,4.5801079,-74.1282869
rafael uribe,4.5789014,-74.1279657
rafael uribe,4.5786112,-74.1279113
rafael uribe,4.5758035,-74.1270945
rafael uribe,4.5739413,-74.1265528
rafael uribe,4.5738476,-74.1265088
rafael uribe,4.5727535,-74.1261618
rafael uribe,4.5719198,-74.1258959
rafael uribe,4.5699237,-74.1253252
rafael uribe,4.5696304,-74.1252356
rafael uribe,4.5695624,-74.1252654
rafael uribe,4.5691013,-74.1255118
rafael uribe,4.568417,-74.1258822
rafael uribe,4.567868,-74.1262269
rafael uribe,4.567697,-74.1263295
rafael uribe,4.5675296,-74.1264215
rafael uribe,4.5673834,-74.1264883
rafael uribe,4.5672509,-74.1265282
rafael uribe,4.5671348,-74.1265562
rafael uribe,4.5670766,-74.1265637
rafael uribe,4.5669843,-74.1265757
rafael uribe,4.5668418,-74.1265818
rafael uribe,4.5666279,-74.1265813
rafael uribe,4.5665357,-74.1265747
rafael uribe,4.5663812,-74.126547
rafael uribe,4.5662853,-74.1265214
rafael uribe,4.5662024,-74.1264941
rafael uribe,4.5661195,-74.1264574
rafael uribe,4.5660231,-74.1264142
rafael uribe,4.5659244,-74.1263639
rafael uribe,4.5658117,-74.1263015
rafael uribe,4.5657013,-74.1262343
rafael uribe,4.5653348,-74.1259963
rafael uribe,4.5649629,-74.1257746
rafael uribe,4.5643631,-74.125418
rafael uribe,4.5640373,-74.1252233
rafael uribe,4.5638752,-74.1251316
rafael uribe,4.5637553,-74.125069
rafael uribe,4.5636436,-74.1250185
rafael uribe,4.5635181,-74.124977
rafael uribe,4.5633966,-74.1249517
rafael uribe,4.5632927,-74.1249374
rafael uribe,4.5631835,-74.1249311
rafael uribe,4.5630669,-74.1249328
rafael uribe,4.5628848,-74.1249318
rafael uribe,4.5626449,-74.1249351
rafael uribe,4.5624378,-74.1249084
rafael uribe,4.5623327,-74.1248858
rafael uribe,4.5622276,-74.1248524
rafael uribe,4.5621674,-74.1248287
rafael uribe,4.562075,-74.1247861
rafael uribe,4.561885,-74.124685
rafael uribe,4.5616175,-74.1245561
rafael uribe,4.5611697,-74.1243441
rafael uribe,4.5607879,-74.1241593
rafael uribe,4.5604357,-74.1239851
rafael uribe,4.559703,-74.1236325
rafael uribe,4.5595316,-74.1235469
rafael uribe,4.5593603,-74.1234551
rafael uribe,4.5592278,-74.1233738
rafael uribe,4.5591067,-74.12329
rafael uribe,4.5589043,-74.1231285
rafael uribe,4.5587327,-74.1229855
rafael uribe,4.5585037,-74.1227831
rafael uribe,4.5578935,-74.1222567
rafael uribe,4.5578236,-74.1222045
rafael uribe,4.5576865,-74.1221249
rafael uribe,4.5572377,-74.1219158
rafael uribe,4.5566384,-74.1216375
rafael uribe,4.556359,-74.1215221
rafael uribe,4.5560625,-74.1214684
rafael uribe,4.5559812,-74.1214558
rafael uribe,4.5554829,-74.1213679
rafael uribe,4.5553127,-74.1213513
rafael uribe,4.5552039,-74.1213448
rafael uribe,4.5551307,-74.1213505
rafael uribe,4.5550161,-74.12137
rafael uribe,4.5547637,-74.1214161
rafael uribe,4.5546004,-74.1214316
rafael uribe,4.5544509,-74.121437
rafael uribe,4.5535579,-74.1213933
rafael uribe,4.5529884,-74.1213693
rafael uribe,4.5524919,-74.1213465
rafael uribe,4.5517656,-74.1213068
rafael uribe,4.551094,-74.1212724
rafael uribe,4.5502793,-74.1212264
rafael uribe,4.5490635,-74.1211689
rafael uribe,4.5488813,-74.1211629
rafael uribe,4.5482104,-74.1211512
rafael uribe,4.5480436,-74.1211501
rafael uribe,4.5464019,-74.1211104
rafael uribe,4.5458175,-74.1210791
rafael uribe,4.5455713,-74.1210643
rafael uribe,4.542784,-74.1187861
rafael uribe,4.5422255,-74.1181353
rafael uribe,4.542243,-74.1178942
rafael uribe,4.5422284,-74.1177335
rafael uribe,4.5421671,-74.1175624
rafael uribe,4.5418628,-74.1171879
rafael uribe,4.5417292,-74.1171596
rafael uribe,4.5416756,-74.1171462
rafael uribe,4.5416335,-74.1171212
rafael uribe,4.5416226,-74.1171093
rafael uribe,4.5415456,-74.1170253
rafael uribe,4.5414397,-74.1169089
rafael uribe,4.5413985,-74.1168637
rafael uribe,4.5413084,-74.1167663
rafael uribe,4.5412166,-74.1166665
rafael uribe,4.5411781,-74.1166379
rafael uribe,4.5411343,-74.1166108
rafael uribe,4.5409851,-74.1165494
rafael uribe,4.5408933,-74.1164996
rafael uribe,4.5408283,-74.1164669
rafael uribe,4.5407728,-74.1164247
rafael uribe,4.5407307,-74.1163844
rafael uribe,4.5406978,-74.1163456
rafael uribe,4.5406867,-74.1163326
rafael uribe,4.5406542,-74.1162923
rafael uribe,4.5406351,-74.1162444
rafael uribe,4.5406208,-74.1162022
rafael uribe,4.5406179,-74.1161638
rafael uribe,4.5406311,-74.1159667
rafael uribe,4.5406173,-74.1159189
rafael uribe,4.5405421,-74.1156504
rafael uribe,4.5404763,-74.1154122
rafael uribe,4.5404861,-74.114345
rafael uribe,4.5404637,-74.1132645
rafael uribe,4.5404603,-74.1125409
rafael uribe,4.5406734,-74.1125777
rafael uribe,4.5414668,-74.1127063
rafael uribe,4.5414673,-74.112661
rafael uribe,4.5415005,-74.1126589
rafael uribe,4.5415422,-74.1126453
rafael uribe,4.5415563,-74.112636
rafael uribe,4.5415626,-74.1126092
rafael uribe,4.5415752,-74.112562
rafael uribe,4.541597,-74.1124858
rafael uribe,4.5415643,-74.1124057
rafael uribe,4.5413786,-74.1119893
rafael uribe,4.5413056,-74.1118392
rafael uribe,4.5412363,-74.1117163
rafael uribe,4.5410835,-74.1115031
rafael uribe,4.5409162,-74.1112627
rafael uribe,4.5407681,-74.1110377
rafael uribe,4.5406273,-74.1108105
rafael uribe,4.5405526,-74.1107064
rafael uribe,4.5404924,-74.1106313
rafael uribe,4.5404265,-74.1105533
rafael uribe,4.5403605,-74.1104861
rafael uribe,4.5402648,-74.1103903
rafael uribe,4.5401536,-74.1102749
rafael uribe,4.5400859,-74.1101921
rafael uribe,4.5400247,-74.1101035
rafael uribe,4.539983,-74.1100237
rafael uribe,4.5399603,-74.1099583
rafael uribe,4.5399434,-74.109878
rafael uribe,4.5399436,-74.1098183
rafael uribe,4.5399664,-74.109732
rafael uribe,4.540005,-74.1095926
rafael uribe,4.540017,-74.1095193
rafael uribe,4.5400231,-74.1094445
rafael uribe,4.5400216,-74.1094175
rafael uribe,4.5400188,-74.1093653
rafael uribe,4.540011,-74.1093225
rafael uribe,4.5399797,-74.1092181
rafael uribe,4.5399465,-74.1091072
rafael uribe,4.5398306,-74.108737
rafael uribe,4.539824,-74.1087008
rafael uribe,4.5398155,-74.1086545
rafael uribe,4.5398101,-74.1086249
rafael uribe,4.5398071,-74.1085107
rafael uribe,4.5397987,-74.1084075
rafael uribe,4.5397747,-74.1083123
rafael uribe,4.5397507,-74.1082461
rafael uribe,4.5396974,-74.1081402
rafael uribe,4.5396819,-74.1080934
rafael uribe,4.5396736,-74.1080284
rafael uribe,4.539673,-74.1079189
rafael uribe,4.5396771,-74.1078173
rafael uribe,4.5396771,-74.107738
rafael uribe,4.5396751,-74.1076445
rafael uribe,4.5396629,-74.1075611
rafael uribe,4.5396366,-74.1074737
rafael uribe,4.539594,-74.1073945
rafael uribe,4.5394846,-74.1072542
rafael uribe,4.5393918,-74.1071165
rafael uribe,4.539286,-74.1069595
rafael uribe,4.5391896,-74.106826
rafael uribe,4.5391259,-74.1067379
rafael uribe,4.5390925,-74.1066749
rafael uribe,4.539055,-74.1065915
rafael uribe,4.5390347,-74.1065427
rafael uribe,4.5390145,-74.1065143
rafael uribe,4.5389496,-74.1064553
rafael uribe,4.5388341,-74.1063801
rafael uribe,4.5387044,-74.1063212
rafael uribe,4.5386153,-74.1062744
rafael uribe,4.5385302,-74.1062216
rafael uribe,4.5384268,-74.1061138
rafael uribe,4.5382485,-74.105939
rafael uribe,4.5381796,-74.1058293
rafael uribe,4.5381391,-74.1057906
rafael uribe,4.5380794,-74.105769
rafael uribe,4.5380434,-74.1057632
rafael uribe,4.5379978,-74.105756
rafael uribe,4.5378117,-74.1057705
rafael uribe,4.5376283,-74.10578
rafael uribe,4.5374439,-74.1057854
rafael uribe,4.5374207,-74.1057775
rafael uribe,4.5374079,-74.1057514
rafael uribe,4.5370095,-74.1051614
rafael uribe,4.5360593,-74.1037213
rafael uribe,4.5359279,-74.1035222
rafael uribe,4.5358178,-74.1033552
rafael uribe,4.5360988,-74.102574
rafael uribe,4.5367716,-74.1019378
rafael uribe,4.5373121,-74.1023176
rafael uribe,4.5392019,-74.1036454
rafael uribe,4.5399565,-74.1037145
rafael uribe,4.5409449,-74.1039453
rafael uribe,4.5419846,-74.1041881
rafael uribe,4.5422698,-74.1036936
rafael uribe,4.5423107,-74.1036227
rafael uribe,4.5425325,-74.103238
rafael uribe,4.5426738,-74.1029931
rafael uribe,4.5429131,-74.1030977
rafael uribe,4.5431695,-74.1032099
rafael uribe,4.5434128,-74.1033075
rafael uribe,4.5436491,-74.1033919
rafael uribe,4.5439092,-74.1034791
rafael uribe,4.5441709,-74.1035531
rafael uribe,4.5443962,-74.1035952
rafael uribe,4.5446677,-74.1036333
rafael uribe,4.5453013,-74.1037315
rafael uribe,4.5455495,-74.1032239
rafael uribe,4.5460043,-74.102446
rafael uribe,4.5470421,-74.1030714
rafael uribe,4.5472242,-74.1030751
rafael uribe,4.5477802,-74.1030199
rafael uribe,4.54837,-74.1029065
rafael uribe,4.5489212,-74.1027872
rafael uribe,4.5492666,-74.102776
rafael uribe,4.5495166,-74.1028318
rafael uribe,4.5498785,-74.1029125
rafael uribe,4.5502841,-74.1029589
rafael uribe,4.5507423,-74.1029109
rafael uribe,4.5511481,-74.102784
rafael uribe,4.5517469,-74.1027324
rafael uribe,4.5521553,-74.1026838
rafael uribe,4.5523649,-74.1027222
rafael uribe,4.5524771,-74.1027161
rafael uribe,4.5526418,-74.1025784
rafael uribe,4.5529102,-74.1024296
rafael uribe,4.5530537,-74.1023814
rafael uribe,4.5531972,-74.1023631
rafael uribe,4.5533294,-74.1023359
rafael uribe,4.5534992,-74.1022219
rafael uribe,4.5538601,-74.1021223
rafael uribe,4.5543201,-74.1020857
rafael uribe,4.5545906,-74.1019821
rafael uribe,4.554783,-74.1019403
rafael uribe,4.5551199,-74.1019235
rafael uribe,4.5555763,-74.1018761
rafael uribe,4.5557623,-74.1018535
rafael uribe,4.55587,-74.1018758
rafael uribe,4.5560131,-74.1019474
rafael uribe,4.5561592,-74.1019719
rafael uribe,4.556346,-74.1019674
rafael uribe,4.5564264,-74.1019838
rafael uribe,4.5564955,-74.102019
rafael uribe,4.5568118,-74.1022616
rafael uribe,4.5570619,-74.1023971
rafael uribe,4.5573374,-74.1025448
rafael uribe,4.5577162,-74.1026609
rafael uribe,4.558074,-74.1028282
rafael uribe,4.5583875,-74.1029268
rafael uribe,4.5586117,-74.1030443
rafael uribe,4.5588842,-74.1031869
rafael uribe,4.5592611,-74.1033318
rafael uribe,4.5598433,-74.1035146
rafael uribe,4.5602613,-74.1036487
rafael uribe,4.5606986,-74.103921
rafael uribe,4.561153,-74.1042346
rafael uribe,4.5616774,-74.104619
rafael uribe,4.5621639,-74.1051237
rafael uribe,4.5623746,-74.1053148
rafael uribe,4.5626312,-74.1055024
rafael uribe,4.563933,-74.1063562
rafael uribe,4.5640712,-74.1059735
rafael uribe,4.5642174,-74.1056364
rafael uribe,4.5645019,-74.1050668
rafael uribe,4.5650279,-74.1042708
rafael uribe,4.5655273,-74.1038185
rafael uribe,4.5658403,-74.1035211
rafael uribe,4.5668513,-74.1026571
rafael uribe,4.5674993,-74.1020254
rafael uribe,4.5686612,-74.1009588
rafael uribe,4.5691018,-74.1005997
rafael uribe,4.5699449,-74.0998887
rafael uribe,4.5704226,-74.0994881
rafael uribe,4.5708158,-74.0991673
rafael uribe,4.5710402,-74.0989757
rafael uribe,4.5718168,-74.0982829
rafael uribe,4.5719838,-74.098121
rafael uribe,4.5721126,-74.0979954
rafael uribe,4.5723958,-74.0977261
rafael uribe,4.5728979,-74.097249
rafael uribe,4.5731579,-74.0970094
rafael uribe,4.5734452,-74.0967297
rafael uribe,4.5747504,-74.0955184
rafael uribe,4.5754841,-74.0948332
rafael uribe,4.5757791,-74.0945836
rafael uribe,4.5759749,-74.0947904
rafael uribe,4.576162,-74.0950146
rafael uribe,4.576582,-74.095574
rafael uribe,4.5771594,-74.0964038
rafael uribe,4.5778898,-74.0974859
rafael uribe,4.5790445,-74.0991909
rafael uribe,4.5796247,-74.1000509
rafael uribe,4.5805474,-74.1014071
rafael uribe,4.5811029,-74.1022292
rafael uribe,4.5814312,-74.1026476
rafael uribe,4.581534,-74.1027635
rafael uribe,4.5816965,-74.1029211
rafael uribe,4.5818848,-74.1030974
rafael uribe,4.582083,-74.103267
rafael uribe,4.5823816,-74.1035049
rafael uribe,4.5848394,-74.1054417
rafael uribe,4.5864062,-74.1067251
rafael uribe,4.5869717,-74.1071693
rafael uribe,4.5884441,-74.1083508
rafael uribe,4.5892778,-74.1089936
rafael uribe,4.5889522,-74.1093603
rafael uribe,4.5888829,-74.1094544
rafael uribe,4.5888319,-74.1095547
rafael uribe,4.5887755,-74.109709
rafael uribe,4.58874,-74.1098558
rafael uribe,4.5887193,-74.110039
rafael uribe,4.5887216,-74.1102592
rafael uribe,4.5887757,-74.1110437
rafael uribe,4.5887828,-74.1113883
rafael uribe,4.5887829,-74.1118036
rafael uribe,4.5887013,-74.1128201
rafael uribe,4.5886532,-74.1133456
rafael uribe,4.5885451,-74.1145498
rafael uribe,4.5884431,-74.1157629
rafael uribe,4.5884321,-74.1160994
rafael uribe,4.5884889,-74.1166686
rafael uribe,4.5886063,-74.1172175
rafael uribe,4.5888477,-74.1181594
rafael uribe,4.5890342,-74.1189016
rafael uribe,4.5891561,-74.1195837
rafael uribe,4.5892559,-74.1203289
rafael uribe,4.589382,-74.1210969
rafael uribe,4.5893945,-74.1211917
rafael uribe,4.5893904,-74.1212881
rafael uribe,4.5893793,-74.1213611
rafael uribe,4.5893385,-74.1214862
rafael uribe,4.5891707,-74.1218158
rafael uribe,4.5890239,-74.1221442
rafael uribe,4.5889878,-74.1223096
rafael uribe,4.5889726,-74.122524
rafael uribe,4.588988,-74.122784
rafael uribe,4.5890336,-74.1230627
rafael uribe,4.5890858,-74.1231632
rafael uribe,4.5891544,-74.1232754
rafael uribe,4.5896406,-74.1238945
rafael uribe,4.5897801,-74.1240814
rafael uribe,4.5898672,-74.1243045
rafael uribe,4.5899471,-74.1245038
rafael uribe,4.5900445,-74.1246833
rafael uribe,4.5906764,-74.1254983
rafael uribe,4.5909695,-74.1258807
rafael uribe,4.5913864,-74.1264058
rafael uribe,4.5918054,-74.1269289
rafael uribe,4.5919568,-74.1271019
rafael uribe,4.5921078,-74.1272744
rafael uribe,4.5921192,-74.1272874
rafael uribe,4.5922079,-74.1273888
rafael uribe,4.5923847,-74.1276276
rafael uribe,4.592534,-74.127856
rafael uribe,4.592599,-74.1279851
rafael uribe,4.5926604,-74.1281232
rafael uribe,4.5927185,-74.1282981
rafael uribe,4.5925715,-74.1283065
rafael uribe,4.5925184,-74.1283094
rafael uribe,4.592411,-74.1283154
rafael uribe,4.590907,-74.1283986
rafael uribe,4.5907126,-74.1281717
rafael uribe,4.5906334,-74.128204
rafael uribe,4.5905319,-74.1282362
rafael uribe,4.5902871,-74.1282823
rafael uribe,4.5899031,-74.1283123
rafael uribe,4.5892523,-74.1283378
rafael uribe,4.5887881,-74.1283617
rafael uribe,4.588405,-74.1283837
rafael uribe,4.588105,-74.128401
rafael uribe,4.587481,-74.1284358
rafael uribe,4.587013,-74.1284533
rafael uribe,4.5869345,-74.128465
rafael uribe,4.5867857,-74.1285213
rafael uribe,4.5863742,-74.1292841
rafael uribe,4.5861602,-74.1297636
rafael uribe,4.5860685,-74.1300164
rafael uribe,4.5859929,-74.1303255
rafael uribe,4.585904,-74.1308704
ciudad bolivar,4.3916744,-74.2122251
ciudad bolivar,4.3914106,-74.2103292
ciudad bolivar,4.3915248,-74.2094797
ciudad bolivar,4.3913915,-74.2088306
ciudad bolivar,4.3913344,-74.2061866
ciudad bolivar,4.3912392,-74.2043825
ciudad bolivar,4.3911536,-74.2029221
ciudad bolivar,4.3909918,-74.2021108
ciudad bolivar,4.3908871,-74.1996004
ciudad bolivar,4.3906544,-74.1966954
ciudad bolivar,4.3901967,-74.1921327
ciudad bolivar,4.3900083,-74.18865
ciudad bolivar,4.3892546,-74.1834124
ciudad bolivar,4.3892007,-74.1819275
ciudad bolivar,4.3889046,-74.1800376
ciudad bolivar,4.3890661,-74.1787417
ciudad bolivar,4.390116,-74.1775268
ciudad bolivar,4.3889046,-74.1759879
ciudad bolivar,4.3876933,-74.1735311
ciudad bolivar,4.386805,-74.1712903
ciudad bolivar,4.3865089,-74.1692384
ciudad bolivar,4.3855398,-74.1679425
ciudad bolivar,4.3854859,-74.1667276
ciudad bolivar,4.3855875,-74.1636663
ciudad bolivar,4.3866534,-74.1601537
ciudad bolivar,4.3929729,-74.159161
ciudad bolivar,4.3954854,-74.1560301
ciudad bolivar,4.3968559,-74.1507611
ciudad bolivar,4.3989425,-74.147909
ciudad bolivar,4.4007105,-74.1460548
ciudad bolivar,4.4025045,-74.1444021
ciudad bolivar,4.4028013,-74.1437331
ciudad bolivar,4.403555,-74.1440086
ciudad bolivar,4.4044033,-74.1443798
ciudad bolivar,4.4048672,-74.1445321
ciudad bolivar,4.4053501,-74.1445672
ciudad bolivar,4.4056315,-74.1444947
ciudad bolivar,4.4059029,-74.144252
ciudad bolivar,4.4062043,-74.1440712
ciudad bolivar,4.4064723,-74.1438677
ciudad bolivar,4.4065838,-74.1438038
ciudad bolivar,4.4072156,-74.1434941
ciudad bolivar,4.4082682,-74.1434169
ciudad bolivar,4.4088673,-74.1435971
ciudad bolivar,4.4095604,-74.1440091
ciudad bolivar,4.4106644,-74.1444469
ciudad bolivar,4.4116656,-74.1443095
ciudad bolivar,4.4125984,-74.1440349
ciudad bolivar,4.4128551,-74.144404
ciudad bolivar,4.4132317,-74.1447215
ciudad bolivar,4.4135312,-74.1449876
ciudad bolivar,4.4140275,-74.145288
ciudad bolivar,4.4149774,-74.1453738
ciudad bolivar,4.4151486,-74.144979
ciudad bolivar,4.4158075,-74.1446786
ciudad bolivar,4.416475,-74.1447387
ciudad bolivar,4.4171767,-74.1446185
ciudad bolivar,4.4177073,-74.14467
ciudad bolivar,4.4184518,-74.1445155
ciudad bolivar,4.4190936,-74.1440778
ciudad bolivar,4.4197525,-74.1435027
ciudad bolivar,4.4200692,-74.1435886
ciudad bolivar,4.4208308,-74.1440091
ciudad bolivar,4.4216694,-74.1446443
ciudad bolivar,4.4223198,-74.144301
ciudad bolivar,4.4233039,-74.1442323
ciudad bolivar,4.4248443,-74.1444726
ciudad bolivar,4.4256915,-74.1444898
ciudad bolivar,4.4263761,-74.143786
ciudad bolivar,4.4269751,-74.1435971
ciudad bolivar,4.4282245,-74.1437431
ciudad bolivar,4.4288577,-74.1436486
ciudad bolivar,4.4292428,-74.1431079
ciudad bolivar,4.4304494,-74.1429877
ciudad bolivar,4.4315533,-74.1433911
ciudad bolivar,4.4322721,-74.1436572
ciudad bolivar,4.4328968,-74.1437345
ciudad bolivar,4.4332049,-74.1432452
ciudad bolivar,4.4334665,-74.1424767
ciudad bolivar,4.4341034,-74.1423268
ciudad bolivar,4.434942,-74.1431508
ciudad bolivar,4.435464,-74.143065
ciudad bolivar,4.436799,-74.1431508
ciudad bolivar,4.4377916,-74.1433311
ciudad bolivar,4.4386131,-74.1429792
ciudad bolivar,4.4395716,-74.1430049
ciudad bolivar,4.4401021,-74.1431337
ciudad bolivar,4.441206,-74.1432367
ciudad bolivar,4.4420595,-74.1431579
ciudad bolivar,4.4425752,-74.1436916
ciudad bolivar,4.442677,-74.14377
ciudad bolivar,4.4430544,-74.1440606
ciudad bolivar,4.4435336,-74.1445413
ciudad bolivar,4.4441411,-74.1444469
ciudad bolivar,4.4456472,-74.1442495
ciudad bolivar,4.4466827,-74.1442237
ciudad bolivar,4.4474528,-74.1441894
ciudad bolivar,4.4486936,-74.1437001
ciudad bolivar,4.4494894,-74.1433482
ciudad bolivar,4.4497889,-74.1429448
ciudad bolivar,4.4505141,-74.1427162
ciudad bolivar,4.4509869,-74.1425672
ciudad bolivar,4.4511581,-74.1420694
ciudad bolivar,4.4517999,-74.141829
ciudad bolivar,4.4521935,-74.1417861
ciudad bolivar,4.4532888,-74.1414857
ciudad bolivar,4.4534771,-74.1415458
ciudad bolivar,4.4540932,-74.1416574
ciudad bolivar,4.4543157,-74.1415801
ciudad bolivar,4.4543756,-74.1413398
ciudad bolivar,4.4549147,-74.1409536
ciudad bolivar,4.4556249,-74.1407476
ciudad bolivar,4.4566175,-74.1406102
ciudad bolivar,4.4569684,-74.14043
ciudad bolivar,4.4573534,-74.1395374
ciudad bolivar,4.4576016,-74.1392713
ciudad bolivar,4.4582348,-74.1391597
ciudad bolivar,4.4589707,-74.1390224
ciudad bolivar,4.4591847,-74.1388936
ciudad bolivar,4.4598949,-74.138679
ciudad bolivar,4.4614352,-74.1384301
ciudad bolivar,4.462616,-74.1382928
ciudad bolivar,4.4630439,-74.1377864
ciudad bolivar,4.4635573,-74.1371942
ciudad bolivar,4.4639509,-74.1372371
ciudad bolivar,4.4646013,-74.1377092
ciudad bolivar,4.4653457,-74.1381297
ciudad bolivar,4.4656336,-74.1379348
ciudad bolivar,4.4658763,-74.1376491
ciudad bolivar,4.4658592,-74.1372285
ciudad bolivar,4.4656281,-74.1366019
ciudad bolivar,4.4659533,-74.1364303
ciudad bolivar,4.4665009,-74.1362157
ciudad bolivar,4.4671342,-74.1361728
ciudad bolivar,4.467562,-74.1361728
ciudad bolivar,4.4680498,-74.1359325
ciudad bolivar,4.4681708,-74.1357038
ciudad bolivar,4.4682466,-74.135366
ciudad bolivar,4.4682294,-74.1349197
ciudad bolivar,4.4685088,-74.1346531
ciudad bolivar,4.4687001,-74.1345763
ciudad bolivar,4.4690338,-74.134542
ciudad bolivar,4.4695472,-74.1343532
ciudad bolivar,4.4699408,-74.1341214
ciudad bolivar,4.4700868,-74.1339547
ciudad bolivar,4.4704371,-74.133555
ciudad bolivar,4.4708564,-74.1331859
ciudad bolivar,4.4713699,-74.1329541
ciudad bolivar,4.4721571,-74.1326108
ciudad bolivar,4.4723625,-74.1325679
ciudad bolivar,4.4729272,-74.1321216
ciudad bolivar,4.4734577,-74.1315122
ciudad bolivar,4.4739369,-74.1311774
ciudad bolivar,4.474553,-74.1304908
ciudad bolivar,4.4752205,-74.1303191
ciudad bolivar,4.4754344,-74.1299586
ciudad bolivar,4.4761617,-74.1296926
ciudad bolivar,4.4760847,-74.1294522
ciudad bolivar,4.4757253,-74.1292892
ciudad bolivar,4.4752461,-74.1289373
ciudad bolivar,4.4749124,-74.1285854
ciudad bolivar,4.4750493,-74.127976
ciudad bolivar,4.4756226,-74.1276756
ciudad bolivar,4.4764869,-74.1272893
ciudad bolivar,4.478087,-74.1255126
ciudad bolivar,4.4785491,-74.1251435
ciudad bolivar,4.478584,-74.1248439
ciudad bolivar,4.4786689,-74.1241136
ciudad bolivar,4.4796444,-74.1239848
ciudad bolivar,4.4799866,-74.1234698
ciudad bolivar,4.4805001,-74.1232553
ciudad bolivar,4.4810819,-74.1232467
ciudad bolivar,4.4815953,-74.1229119
ciudad bolivar,4.482066,-74.1223455
ciudad bolivar,4.4824596,-74.121882
ciudad bolivar,4.4831527,-74.1216846
